 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	FWHM_Mult	Source_Rad(base)	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_C6	rel_flux_C7	rel_flux_T8	rel_flux_T9	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_err_C7	rel_flux_err_T8	rel_flux_err_T9	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	rel_flux_SNR_C6	rel_flux_SNR_C7	rel_flux_SNR_T8	rel_flux_SNR_T9	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	X(IJ)_C7	Y(IJ)_C7	X(FITS)_C7	Y(FITS)_C7	RA_C7	DEC_C7	Source-Sky_C7	Source_Error_C7	Source_SNR_C7	Peak_C7	Mean_C7	Sky/Pixel_C7	FWHM_C7	Width_C7	X-Width_C7	Y-Width_C7	Angle_C7	Roundness_C7	X(IJ)_T8	Y(IJ)_T8	X(FITS)_T8	Y(FITS)_T8	RA_T8	DEC_T8	Source-Sky_T8	Source_Error_T8	Source_SNR_T8	Peak_T8	Mean_T8	Sky/Pixel_T8	FWHM_T8	Width_T8	X-Width_T8	Y-Width_T8	Angle_T8	Roundness_T8	X(IJ)_T9	Y(IJ)_T9	X(FITS)_T9	Y(FITS)_T9	RA_T9	DEC_T9	Source-Sky_T9	Source_Error_T9	Source_SNR_T9	Peak_T9	Mean_T9	Sky/Pixel_T9	FWHM_T9	Width_T9	X-Width_T9	Y-Width_T9	Angle_T9	Roundness_T9
52	TIC_99869022.01-S001-R054-C001-g_out_lin.fts	52.000000	0.000000	58884.567708	2458884.567708	2458884.566667	2458884.571396	2458884.572227	1.093980	66.042018	-20.417621	180.000000	11.104787	61.463475	9.059177	15.992724	1.200000	26.000000	44.000000	56.000000	0.691758	0.225902	0.175601	0.326139	0.417457	0.069155	0.065224	0.092465	0.082633	0.000799	0.000483	0.000427	0.000602	0.000721	0.000316	0.000312	0.000317	0.000310	865.517521	468.110282	411.108374	541.674618	579.084185	218.525823	208.840173	292.101604	266.635985	2190946.173391	1851.788409	1086.028630	739.173958	1086.528630	733.326042	11.125407	61.352504	1515605.494429	803.516444	1193.903739	1269.453680	18416.000000	1886.215902	283.812654	3202.000000	7.955877	12.990641	13.203874	12.777408	22.662692	0.997821	1239.775864	260.929548	1240.275864	1211.570452	11.122667	61.262780	403734.386392	774.251101	521.451485	5144.000000	502.459395	282.551890	7.852839	13.046485	13.226022	12.866949	32.943855	0.995463	1141.597410	266.856087	1142.097410	1205.643913	11.125133	61.265560	327264.743405	738.079646	443.400309	4069.000000	407.290661	281.417348	8.046706	13.127514	13.199215	13.055813	40.247744	0.995624	258.407553	1018.507981	258.907553	453.992019	11.145744	61.417302	538821.888588	836.129978	644.423597	6393.000000	670.579790	279.935365	8.329064	12.928591	13.094500	12.762682	18.719267	0.998956	1921.347576	581.185722	1921.847576	891.314278	11.104654	61.308967	645257.732294	883.136119	730.643576	7221.000000	803.042348	281.643102	8.369847	13.152338	13.295260	13.009415	33.190143	0.997058	552.934538	838.292493	553.434538	634.207507	11.138685	61.379605	141714.239685	637.256954	222.381629	1943.000000	176.367566	281.119011	8.167673	13.014779	12.953869	13.075690	58.092421	0.999550	737.005294	754.196382	737.505294	718.303618	11.134215	61.361200	134153.183026	632.261662	212.179848	1936.000000	166.957607	281.495290	7.982882	13.005296	13.612723	12.397868	21.761301	0.983476	1240.864620	482.727070	1241.364620	989.772930	11.122105	61.303137	202586.268728	672.078473	301.432462	2653.000000	252.124608	282.366483	7.874045	13.314249	13.531619	13.096879	30.276926	0.995591	1554.540220	759.151874	1555.040220	713.348126	11.113492	61.347937	181044.004745	661.526294	273.676203	2409.000000	225.314623	283.496252	7.961767	13.789166	13.828351	13.749982	34.237641	0.999760
53	TIC_99869022.01-S001-R055-C001-g_out_lin.fts	53.000000	0.000000	58884.570289	2458884.570289	2458884.569248	2458884.573977	2458884.574808	1.092159	66.258567	-19.977101	180.000000	11.104787	61.463475	9.365196	16.677166	1.200000	26.000000	44.000000	56.000000	0.692375	0.226393	0.176649	0.326253	0.417658	0.068681	0.064277	0.092186	0.083109	0.000815	0.000496	0.000440	0.000616	0.000738	0.000328	0.000323	0.000327	0.000322	849.509900	456.695315	401.843539	529.653961	566.136698	209.549803	198.934524	282.101077	258.201021	2191337.858496	1900.965238	1080.133272	736.926201	1080.633272	735.573799	11.125389	61.352640	1517227.099522	873.764458	1207.259409	1256.753178	16854.000000	1736.425745	283.124924	3083.000000	8.233112	13.436742	13.657976	13.215509	26.356295	0.997047	1233.953343	258.744304	1234.453343	1213.755696	11.122697	61.263262	404523.086146	794.819123	508.949866	4670.000000	462.965829	280.967053	8.294777	13.418605	13.782198	13.055013	18.531917	0.995395	1135.822335	264.689819	1136.322335	1207.810181	11.125157	61.266109	328983.499721	758.576415	433.685379	3762.000000	376.512797	280.339144	8.340642	13.670730	13.848725	13.492735	26.293375	0.998164	252.531392	1016.410290	253.031392	456.089710	11.145665	61.417796	539060.529723	853.675946	631.458028	5909.000000	616.940326	277.626948	8.469219	13.743357	13.846899	13.639814	37.400032	0.996698	1915.587465	578.993612	1916.087465	893.506388	11.104683	61.308664	645592.949511	900.892323	716.614997	6694.000000	738.863825	280.313400	8.698616	13.667026	13.812644	13.521408	33.532563	0.997010	547.065747	836.100598	547.565747	636.399402	11.138635	61.380039	140831.450303	660.823333	213.115130	1810.000000	161.177820	279.505607	8.271093	13.038510	13.296348	12.780671	23.553446	0.996626	731.144053	751.955837	731.644053	720.544163	11.134180	61.361571	132346.343093	655.313774	201.958739	1728.000000	151.466842	280.540376	8.178549	13.722748	14.218341	13.227155	17.555354	0.992224	1234.954726	480.491936	1235.454726	992.008064	11.122117	61.303404	202010.480369	694.318882	290.947698	2491.000000	231.195580	281.938769	8.220216	14.009059	14.303197	13.714920	23.953728	0.996079	1548.807561	756.942509	1549.307561	715.557491	11.113488	61.347724	182119.181525	687.417584	264.932387	2207.000000	208.430521	282.325657	8.521367	13.889319	14.312417	13.466221	13.664408	0.995306
54	TIC_99869022.01-S001-R056-C001-g_out_lin.fts	54.000000	0.000000	58884.573553	2458884.573553	2458884.572512	2458884.577241	2458884.578072	1.090027	66.515518	-19.977101	180.000000	11.104787	61.463474	9.052984	15.832380	1.200000	26.000000	44.000000	56.000000	0.692125	0.224960	0.176210	0.325009	0.419101	0.069296	0.065099	0.092632	0.083336	0.000795	0.000478	0.000424	0.000596	0.000718	0.000313	0.000309	0.000313	0.000307	870.350385	470.658543	415.418392	544.909562	583.997131	221.622243	210.851199	295.567929	271.123127	2187294.452952	1833.454324	1086.645435	735.235422	1087.145435	737.264578	11.125382	61.352681	1513880.442508	787.485000	1189.612000	1272.583365	18218.000000	1922.424481	279.983427	3152.000000	7.950079	12.957189	13.100075	12.814303	28.184568	0.998415	1240.404143	257.135939	1240.904143	1215.364061	11.122682	61.262980	401688.954847	766.836217	523.826269	5225.000000	510.090928	277.484156	7.758211	13.096298	13.071104	13.121493	47.622116	0.998228	1142.321552	263.068391	1142.821552	1209.431609	11.125140	61.265804	327682.359490	731.043323	448.239316	4081.000000	416.112509	276.863864	7.911350	13.356037	13.414262	13.297812	41.165349	0.995732	258.981303	1014.614225	259.481303	457.885775	11.145655	61.417833	536517.033806	828.799895	647.342063	6433.000000	681.304449	274.881151	8.043713	13.148370	13.062710	13.234030	55.806461	0.998749	1921.960173	577.312968	1922.460173	895.187032	11.104686	61.308794	645970.758337	876.324006	737.136897	7314.000000	820.295952	277.367775	8.395252	13.034022	13.192734	12.875311	33.641421	0.996024	553.529880	834.355403	554.029880	638.144597	11.138624	61.380016	141748.494071	628.359604	225.584988	2006.000000	180.001516	276.414962	8.025951	12.386419	12.708024	12.064815	19.176185	0.995621	737.567605	750.249407	738.067605	722.250593	11.134170	61.361536	133686.852401	624.022286	214.234099	1875.000000	169.764316	276.970309	8.017226	12.976487	12.755998	13.196977	56.117085	0.991939	1241.536439	478.820259	1242.036439	993.679741	11.122104	61.303283	202612.932043	664.131861	305.079373	2648.000000	257.291164	278.854425	7.852012	13.189385	13.425104	12.953665	8.391085	0.998607	1555.169404	755.195074	1555.669404	717.304926	11.113492	61.347891	182281.040989	654.725978	278.408139	2347.000000	231.472397	278.628490	8.157866	14.091097	14.012840	14.169353	53.261769	0.998475
55	TIC_99869022.01-S001-R057-C001-g_out_lin.fts	55.000000	0.000000	58884.576146	2458884.576146	2458884.575104	2458884.579833	2458884.580664	1.088468	66.705750	-20.417621	180.000000	11.104787	61.463474	8.682914	15.505231	1.200000	26.000000	44.000000	56.000000	0.689289	0.226051	0.176453	0.324752	0.417032	0.069065	0.065638	0.091885	0.082446	0.000782	0.000471	0.000417	0.000587	0.000704	0.000305	0.000302	0.000306	0.000300	881.029673	479.712492	423.551361	553.697224	592.127393	226.399462	217.238586	300.120172	274.644918	2197124.514127	1809.750159	1081.172688	733.472747	1081.672688	739.027253	11.125392	61.352627	1514452.859698	755.277196	1182.670345	1280.536766	19894.000000	2005.161638	276.984830	3114.000000	7.503621	12.564006	12.738879	12.389133	27.963387	0.997532	1235.035529	255.378097	1235.535529	1217.121903	11.122684	61.262918	405090.783202	758.363951	534.164082	5484.000000	536.347165	274.617021	7.604442	12.876569	12.949119	12.804020	38.318201	0.997623	1136.825988	261.263688	1137.325988	1211.236312	11.125145	61.265726	329540.695025	720.798418	457.188427	4492.000000	436.317549	274.866522	7.482830	12.990441	13.084201	12.896681	37.079589	0.997204	253.572866	1012.992668	254.072866	459.507332	11.145663	61.417732	538607.270224	819.546722	657.201421	6940.000000	713.125291	273.200180	7.716561	12.461321	12.486496	12.436146	42.760288	0.997324	1916.501339	575.504579	1917.001339	896.995421	11.104698	61.308809	646613.263166	868.349400	744.646410	7906.000000	856.127084	275.299205	8.175763	12.771999	12.975087	12.568910	29.122802	0.996350	548.097990	832.626724	548.597990	639.873276	11.138632	61.379917	141941.040450	615.834556	230.485670	2031.000000	187.932379	273.603131	7.811189	12.437490	12.895717	11.979264	20.110761	0.990713	732.210923	748.595147	732.710923	723.904853	11.134176	61.361464	135331.462060	612.853723	220.821800	2005.000000	179.181184	273.939612	7.594162	13.351237	13.483252	13.219222	37.465241	0.994216	1236.047786	477.108782	1236.547786	995.391218	11.122112	61.303242	201883.585261	651.797941	309.733389	2846.000000	267.297340	275.920828	7.620703	13.186032	13.034236	13.337827	54.636413	0.995136	1549.700440	753.498821	1550.200440	719.001179	11.113504	61.347897	181144.010021	642.458552	281.954392	2637.000000	239.837785	276.589595	7.583969	12.834185	12.642249	13.026121	58.779400	0.995822
56	TIC_99869022.01-S001-R058-C001-g_out_lin.fts	56.000000	0.000000	58884.579410	2458884.579410	2458884.578368	2458884.583097	2458884.583928	1.086673	66.927218	-19.977101	180.000000	11.104787	61.463474	9.695931	17.993303	1.200000	26.000000	44.000000	56.000000	0.691860	0.225731	0.176168	0.324865	0.418237	0.069454	0.064973	0.093223	0.083111	0.000844	0.000519	0.000461	0.000641	0.000769	0.000349	0.000347	0.000348	0.000341	819.980276	435.196067	382.264444	506.909165	543.575189	198.972607	187.269828	268.133877	243.471342	2191208.070303	1993.331597	1082.600058	734.025567	1083.100058	738.474433	11.125396	61.352543	1516009.948870	1017.118794	1231.366028	1231.161096	14906.000000	1490.494480	275.446988	3171.000000	8.522038	14.561478	14.723617	14.399339	31.664813	0.997539	1236.487981	255.896610	1236.987981	1216.603390	11.122688	61.262789	403533.142887	832.233986	484.879432	4188.000000	396.741408	273.558642	8.490280	14.565469	14.800272	14.330665	33.437245	0.993265	1138.346569	261.797576	1138.846569	1210.702424	11.125148	61.265604	328202.674970	795.925209	412.353662	3357.000000	322.678803	272.966737	8.738269	14.877753	15.077594	14.677913	28.652783	0.997527	254.997252	1013.486108	255.497252	459.013892	11.145681	61.417700	537298.123661	887.263314	605.567834	5213.000000	528.255034	270.991536	8.795371	14.633644	14.695101	14.572188	40.787324	0.996714	1918.053953	576.068101	1918.553953	896.431899	11.104684	61.308669	646186.117199	932.949326	692.627241	6155.000000	635.310370	273.047402	9.004649	14.538351	14.668406	14.408296	34.853085	0.997339	549.486144	833.217134	549.986144	639.282866	11.138646	61.379877	142305.189492	703.370650	202.318919	1618.000000	139.910097	271.466285	8.882613	14.632402	14.843340	14.421465	29.516443	0.996862	733.683304	749.070554	734.183304	723.429446	11.134186	61.361386	133682.822095	703.491012	190.027761	1591.000000	131.432850	272.550415	8.682169	15.581912	15.672728	15.491095	40.347524	0.994803	1237.479748	477.676726	1237.979748	994.823274	11.122115	61.303136	204271.181959	738.814654	276.485017	2195.000000	200.833160	273.989461	8.637747	15.246236	15.650972	14.841501	14.322597	0.996345	1551.210533	754.087832	1551.710533	718.412168	11.113497	61.347794	182112.963410	729.408133	249.672241	2022.000000	179.047880	274.956481	8.827330	14.901838	14.817745	14.985930	55.038038	0.998919
57	TIC_99869022.01-S001-R059-C001-g_out_lin.fts	57.000000	0.000000	58884.581968	2458884.581968	2458884.580926	2458884.585655	2458884.586486	1.085397	67.086354	-20.417621	180.000000	11.104787	61.463474	9.198365	16.015289	1.200000	26.000000	44.000000	56.000000	0.690420	0.225460	0.176495	0.323450	0.420004	0.069807	0.064481	0.092432	0.082307	0.000791	0.000478	0.000423	0.000593	0.000717	0.000313	0.000307	0.000312	0.000307	872.543615	472.052467	417.248573	545.821975	585.978083	223.237485	210.058400	296.084005	268.414045	2200669.224160	1839.389486	1076.799411	731.988195	1077.299411	740.511805	11.125392	61.352617	1519385.538018	805.785429	1191.407420	1275.286281	17659.000000	1885.595698	270.943067	3048.000000	8.134566	12.974553	13.261339	12.687766	27.170343	0.994255	1230.634425	253.826704	1231.134425	1218.673296	11.122680	61.262742	404878.497748	770.616434	525.395618	4932.000000	502.464407	269.381591	8.104747	13.021954	13.356801	12.687107	28.285794	0.991297	1132.473610	259.721421	1132.973610	1212.778579	11.125138	61.265538	330138.980469	733.068607	450.352091	4074.000000	409.710785	268.957820	8.125051	13.241340	13.603495	12.879185	24.384003	0.993123	249.230422	1011.458729	249.730422	461.041271	11.145657	61.417690	537841.596338	830.120152	647.908131	6232.000000	667.474960	267.072644	8.371629	12.952367	13.160631	12.744104	33.254916	0.993494	1912.188358	573.965021	1912.688358	898.534979	11.104704	61.308858	650906.995164	879.487368	740.098174	7301.000000	807.791966	268.362757	8.450275	13.168068	13.329358	13.006778	35.178500	0.994691	543.808840	831.230854	544.308840	641.269146	11.138624	61.379878	143598.387984	631.849547	227.266742	1944.000000	178.209214	267.448352	8.016478	12.868572	13.375966	12.361178	26.374543	0.983080	727.830168	747.046883	728.330168	725.453117	11.134172	61.361395	133304.766458	624.726389	213.381040	1827.000000	165.434571	268.856239	8.013563	13.179995	13.287715	13.072276	27.085823	0.999220	1231.725396	475.585189	1232.225396	996.914811	11.122109	61.303153	203411.281653	665.635253	305.589707	2690.000000	252.438521	269.144163	7.928327	13.812260	13.943719	13.680802	33.904524	0.997461	1545.409454	751.968653	1545.909454	720.531347	11.113508	61.347958	181131.222752	657.618277	275.435202	2390.000000	224.788407	271.116142	7.944717	12.656495	12.795640	12.517349	35.204498	0.995701
58	TIC_99869022.01-S001-R060-C001-g_out_lin.fts	58.000000	0.000000	58884.585255	2458884.585255	2458884.584213	2458884.588942	2458884.589773	1.083925	67.271735	-20.417621	180.000000	11.104787	61.463474	8.920942	15.355499	1.200000	26.000000	44.000000	56.000000	0.691229	0.226898	0.177076	0.325071	0.416142	0.069065	0.064786	0.092692	0.082959	0.000780	0.000468	0.000413	0.000584	0.000699	0.000302	0.000298	0.000304	0.000297	886.404532	484.397004	428.249836	557.024737	595.723549	228.973899	217.645470	304.719530	279.256713	2193090.600648	1792.409656	1083.354436	739.564614	1083.854436	732.935386	11.125362	61.352553	1515928.086646	740.760371	1178.874153	1285.911718	19320.000000	2046.448684	272.425168	3191.000000	7.795644	12.440643	12.650043	12.231243	30.190656	0.995363	1237.172155	261.339119	1237.672155	1211.160881	11.122643	61.263001	405582.001918	751.487003	539.705943	5351.000000	547.521193	269.385243	7.810796	12.741856	12.994436	12.489275	25.005297	0.996197	1139.006303	267.273264	1139.506303	1205.226736	11.125103	61.265800	329922.379832	713.249527	462.562354	4344.000000	445.383410	269.395764	7.825817	12.575403	12.834978	12.315828	30.443534	0.992806	255.652204	1018.984750	256.152204	453.515250	11.145645	61.417427	538016.467539	814.579126	660.483986	6714.000000	726.302983	268.473439	8.108957	12.398728	12.552509	12.244948	33.881909	0.995704	1918.716650	581.656802	1919.216650	890.843198	11.104661	61.308922	644453.273753	861.690587	747.894062	7809.000000	869.988864	270.036585	8.232478	12.579665	12.742371	12.416958	35.879576	0.993172	550.290642	838.666899	550.790642	633.833101	11.138606	61.379722	141680.589344	607.704410	233.140630	2015.000000	191.263727	267.597890	7.794627	13.008668	13.134329	12.883007	35.429671	0.996529	734.267019	754.546345	734.767019	717.953655	11.134151	61.361310	133435.888261	603.258072	221.192048	1896.000000	180.133675	269.503988	7.938958	12.919648	12.781700	13.057595	52.218382	0.992665	1238.223783	483.081189	1238.723783	989.418811	11.122076	61.303254	203281.955178	646.091950	314.633165	2785.000000	274.423367	271.025849	7.730541	12.716797	12.903716	12.529877	31.099082	0.996029	1551.874548	759.655023	1552.374548	712.844977	11.113473	61.347899	181936.998708	634.308549	286.827284	2557.000000	245.608439	271.632404	7.852297	12.148753	12.572161	11.725345	13.966083	0.993791
59	TIC_99869022.01-S001-R061-C001-g_out_lin.fts	59.000000	0.000000	58884.588530	2458884.588530	2458884.587488	2458884.592218	2458884.593049	1.082645	67.434542	-19.977101	180.000000	11.104787	61.463474	8.650694	16.342629	1.200000	26.000000	44.000000	56.000000	0.690549	0.225441	0.177484	0.325267	0.417695	0.069137	0.064475	0.092614	0.082927	0.000799	0.000483	0.000430	0.000602	0.000722	0.000317	0.000313	0.000318	0.000312	864.270448	466.469239	413.177527	540.521717	578.268642	218.389058	205.905192	291.564546	265.873795	2192825.199475	1856.603988	1084.361147	738.445502	1084.861147	734.054498	11.125386	61.352583	1514253.348235	839.061347	1194.149796	1268.059797	19030.000000	1804.699208	267.071364	3109.000000	7.562034	13.222197	13.572746	12.871648	16.668699	0.995977	1238.236034	260.292871	1238.736034	1212.207129	11.122663	61.262848	403408.502969	776.774343	519.338089	5281.000000	480.785469	265.543725	7.366668	13.505301	13.792270	13.218332	19.922555	0.996939	1140.032545	266.199290	1140.532545	1206.300710	11.125125	61.265641	330528.361641	740.707621	446.233240	4388.000000	393.926335	265.413605	7.398754	13.736846	14.099868	13.373824	17.696935	0.995802	256.814727	1017.874494	257.314727	454.625506	11.145671	61.417531	538196.784236	837.186899	642.863361	6548.000000	641.427216	263.915862	7.950268	13.323345	13.588178	13.058512	24.409297	0.996358	1919.764918	580.533172	1920.264918	891.966828	11.104678	61.308926	646071.436743	885.193502	729.864640	7692.000000	769.993087	265.587708	8.081650	13.279551	13.507726	13.051377	25.661565	0.996978	551.423495	837.530289	551.923495	634.969711	11.138630	61.379761	141802.050727	638.021924	222.252630	1932.000000	169.000814	264.475821	7.921478	12.947904	13.135049	12.760759	21.313579	0.998457	735.407945	753.450926	735.907945	719.049074	11.134174	61.361330	132818.063160	635.162023	209.108949	1881.000000	158.293626	265.998462	7.550822	13.104594	13.394256	12.814933	27.289278	0.994188	1239.230098	481.989927	1239.730098	990.510073	11.122098	61.303188	203086.001194	674.981744	300.876287	2726.000000	242.039515	267.005172	7.523654	13.699062	13.976527	13.421597	9.476201	0.998167	1552.982524	758.459357	1553.482524	714.040643	11.113492	61.347945	181843.346268	666.391830	272.877514	2504.000000	216.722349	267.841428	7.579980	12.884587	13.503097	12.266077	11.339014	0.989223
60	TIC_99869022.01-S001-R062-C001-g_out_lin.fts	60.000000	0.000000	58884.591053	2458884.591053	2458884.590012	2458884.594741	2458884.595572	1.081785	67.544704	-19.977101	180.000000	11.104787	61.463474	7.921346	14.965006	1.200000	26.000000	44.000000	56.000000	0.692205	0.226468	0.176591	0.323794	0.418521	0.069264	0.064793	0.093297	0.082476	0.000771	0.000460	0.000406	0.000573	0.000691	0.000294	0.000290	0.000297	0.000290	897.967164	492.006228	435.327560	565.498230	605.777705	235.498147	223.698789	313.718980	284.794437	2191876.332634	1759.469696	1078.874921	736.908465	1079.374921	735.591535	11.125415	61.352551	1517227.379456	703.564045	1171.118302	1295.537246	24351.000000	2156.487941	265.483458	3156.000000	6.876478	11.868781	12.272060	11.465503	14.638126	0.993944	1232.730652	258.736766	1233.230652	1213.763234	11.122681	61.262816	404730.724590	738.862791	547.775215	6858.000000	575.257828	263.100780	6.703928	12.166903	12.390451	11.943354	21.308187	0.997508	1134.526914	264.620037	1135.026914	1207.879963	11.125146	61.265596	328971.356902	699.856231	470.055623	5415.000000	467.578409	263.358719	7.016225	12.186425	12.384997	11.987854	30.448893	0.995513	251.256335	1016.284416	251.756335	456.215584	11.145735	61.417425	536122.566363	800.935438	669.370515	8291.000000	762.009614	261.563765	7.001138	11.764645	11.988051	11.541240	29.954081	0.994266	1914.203841	578.967930	1914.703841	893.532070	11.104678	61.308957	646692.050988	851.031239	759.892260	9320.000000	919.165860	262.059901	7.311941	12.142574	12.592237	11.692911	18.314860	0.991506	545.856069	836.012582	546.356069	636.487418	11.138681	61.379690	141983.294407	591.882491	239.884262	2441.000000	201.805785	262.076828	6.972225	12.276117	12.747445	11.804789	29.702792	0.977304	729.877103	751.886916	730.377103	720.613084	11.134216	61.361264	133376.339385	586.463993	227.424600	2358.000000	189.572421	262.930866	7.004904	12.345571	12.871609	11.819533	22.460004	0.985568	1233.765476	480.503791	1234.265476	991.996209	11.122117	61.303173	204495.897925	630.836322	324.166334	3550.000000	290.657118	263.664587	6.741577	12.084240	12.441858	11.726623	8.067022	0.996210	1547.423764	756.905745	1547.923764	715.594255	11.113507	61.347952	180777.214676	617.953936	292.541570	2984.000000	256.944930	264.909062	7.013002	12.336049	12.548834	12.123263	33.265122	0.992501
61	TIC_99869022.01-S001-R063-C001-g_out_lin.fts	61.000000	0.000000	58884.594317	2458884.594317	2458884.593275	2458884.598005	2458884.598836	1.080836	67.667138	-20.417621	180.000000	11.104787	61.463474	8.193486	15.796239	1.200000	26.000000	44.000000	56.000000	0.692602	0.226458	0.175990	0.324942	0.418883	0.069337	0.064275	0.093003	0.082248	0.000781	0.000469	0.000414	0.000584	0.000703	0.000303	0.000299	0.000306	0.000299	886.725682	482.680723	425.220291	556.585801	595.819504	228.472623	215.207749	303.983707	275.330649	2213818.059024	1813.591526	1087.375014	736.523986	1087.875014	735.976014	11.125386	61.352529	1533294.328417	783.893863	1188.372820	1290.246885	23178.000000	1955.997363	261.021084	3098.000000	7.328383	11.430247	11.991825	10.868669	16.005874	0.986636	1241.260413	258.419676	1241.760413	1214.080324	11.122654	61.262771	408767.721469	760.369864	537.590639	6354.000000	521.457994	258.976638	7.115285	11.756759	12.361636	11.151882	16.437446	0.985068	1143.103194	264.295253	1143.603194	1208.204747	11.125116	61.265549	331303.402706	722.027680	458.851388	5068.000000	422.638087	259.100673	7.255520	11.764613	12.288170	11.241057	17.165683	0.988429	259.772225	1015.926791	260.272225	456.573209	11.145693	61.417432	542938.242051	821.954242	660.545581	8321.000000	692.617034	257.048334	7.301654	11.366502	11.778621	10.954382	19.197061	0.991462	1922.659177	578.626211	1923.159177	893.873789	11.104662	61.308929	653563.485462	871.402686	750.013164	9118.000000	833.739766	258.477003	7.740696	11.613872	12.063928	11.163816	25.224457	0.985230	554.312214	835.620754	554.812214	636.879246	11.138645	61.379678	143545.979696	617.057690	232.629756	2394.000000	183.119152	257.286673	7.299007	16.249266	20.925406	11.573126	13.525854	0.643797	738.339102	751.524719	738.839102	720.975281	11.134183	61.361250	133699.227640	611.486968	218.646078	2278.000000	170.557819	258.714329	7.299970	12.290014	13.101597	11.478431	359.787288	0.982707	1242.289351	480.130620	1242.789351	992.369380	11.122090	61.303133	205892.327546	655.975828	313.871821	3167.000000	262.653322	259.581996	7.314051	12.035703	12.347185	11.724221	26.092051	0.992883	1555.904703	756.549995	1556.404703	715.950005	11.113484	61.347935	182081.799195	644.278576	282.613463	2942.000000	232.278639	260.992253	7.165463	11.424584	11.613426	11.235742	34.466925	0.991546
