Label	slice	Saturated	J.D.-2400000	JD_UTC	JD	JD-OBS	JD-HELIO	AIRMASS	OBJCTALT	CCD-TEMP	EXPTIME	OBJCTRA	OBJCTDEC	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_T6	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_err_T6	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	rel_flux_SNR_T6	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_T6	Y(IJ)_T6	X(FITS)_T6	Y(FITS)_T6	RA_T6	DEC_T6	Source-Sky_T6	Source_Error_T6	Source_SNR_T6	Peak_T6	Mean_T6	Sky/Pixel_T6	FWHM_T6	Width_T6	X-Width_T6	Y-Width_T6	Angle_T6	Roundness_T6	BJD_TDB	rel_flux_T1_dfn	rel_flux_err_T1_dfn
TIC_99869022-01-S001-R066-C001-B1-E-sG.fts	66	0	59192.842847000	2459192.842847000	2459192.842442000	2459192.842442000	2459192.844085000	1.495177000	41.882800000	-19.968750000	70	11.125381000	61.352722000	4.381437000	9	16	24	0.458981000	1.187999000	0.193298000	0.243264000	0.110354000	0.121085000	0.000865000	0.002664000	0.000611000	0.000693000	0.000471000	0.000453000	530.712577000	446.007280000	316.145808000	350.787905000	234.469892000	267.524862000	685768.409273000	756.224002000	1228.741956000	817.493027000	1229.241956000	821.006973000	11.125385000	61.352635000	314754.578153000	254.469005000	480.905201000	654.504417000	20676.482422000	1236.907333000	61.825656000	830	3.622654000	5.413312000	5.553071000	5.273552000	34.693126000	0.978518000	151.674057000	826.204385000	152.174057000	812.295615000	11.152884000	61.355335000	372345.805639000	517.474213000	719.544658000	26022.308594000	1463.226556000	66.268926000	3.592481000	5.303573000	5.464943000	5.142202000	23.206937000	0.992224000	432.033083000	1167.984343000	432.533083000	470.515657000	11.145690000	61.417714000	111085.270530000	325.666235000	341.101590000	7237.731934000	436.537529000	65.452412000	3.690180000	5.311997000	5.472284000	5.151710000	28.371252000	0.987912000	2044.162447000	586.816062000	2044.662447000	1051.683938000	11.104647000	61.308757000	134181.442326000	345.759783000	388.077066000	8512.396484000	527.299749000	61.869133000	3.642782000	5.354575000	5.559006000	5.150144000	26.139380000	0.984469000	1242.246573000	343.263541000	1242.746573000	1295.236459000	11.125146000	61.265831000	68155.890778000	280.155057000	243.279174000	4782.823730000	267.835726000	59.125234000	3.706015000	5.472980000	5.662738000	5.283222000	32.581346000	0.972812000	1339.217532000	328.669857000	1339.717532000	1309.830143000	11.122681000	61.262998000	83036.368628000	296.573403000	279.985891000	5560.049316000	326.312309000	59.618143000	3.485204000	5.383619000	5.535327000	5.231910000	32.647097000	0.981846000	2459192.845574000	1.004155309	0.001892441
TIC_99869022-01-S001-R067-C001-B1-E-sG.fts	67	0	59192.843866000	2459192.843866000	2459192.843461000	2459192.843461000	2459192.845104000	1.490165000	42.056400000	-19.968750000	70	11.125381000	61.352722000	4.687178000	9	16	24	0.453574000	1.174989000	0.194072000	0.248751000	0.108700000	0.120588000	0.000850000	0.002606000	0.000607000	0.000696000	0.000463000	0.000447000	533.491112000	450.942571000	319.685255000	357.571800000	234.613516000	269.950842000	696986.622199000	761.263212000	1229.625424000	817.558476000	1230.125424000	820.941524000	11.125399000	61.352613000	316135.121377000	254.469005000	481.584912000	656.447313000	17449.349609000	1242.332525000	63.205367000	850	3.958541000	5.768373000	5.914892000	5.621854000	31.839823000	0.986890000	152.447557000	826.283167000	152.947557000	812.216833000	11.152846000	61.355106000	376531.383681000	519.921946000	724.207521000	22326.187500000	1479.674838000	66.807306000	3.947107000	5.707345000	5.880144000	5.534546000	14.560350000	0.995204000	432.897787000	1168.057561000	433.397787000	470.442439000	11.145673000	61.417628000	113281.171694000	328.326714000	345.025753000	6160.992188000	445.166875000	64.860089000	3.965509000	5.754212000	5.934290000	5.574134000	25.412063000	0.990202000	2045.122267000	586.950954000	2045.622267000	1051.549046000	11.104693000	61.308849000	138839.838095000	349.978879000	396.709191000	7112.073730000	545.606087000	62.117325000	3.977380000	5.811202000	5.867365000	5.755040000	39.642930000	0.989192000	1243.115140000	343.373559000	1243.615140000	1295.126441000	11.125148000	61.265694000	68334.228729000	280.925616000	243.246699000	3897.231201000	268.536550000	59.193204000	4.022465000	5.782850000	6.009954000	5.555745000	25.027456000	0.985081000	1340.150376000	328.708170000	1340.650376000	1309.791830000	11.122686000	61.262864000	84048.008166000	297.504680000	282.509869000	4571.126465000	330.287801000	60.261934000	3.870631000	5.767377000	5.968529000	5.566226000	27.556579000	0.985162000	2459192.846593000	0.992792103	0.001860497
TIC_99869022-01-S001-R068-C001-B1-E-sG.fts	68	0	59192.844884000	2459192.844884000	2459192.844479000	2459192.844479000	2459192.846122000	1.485228000	42.229900000	-19.968750000	70	11.125381000	61.352722000	4.493081000	9	16	24	0.458322000	1.189076000	0.194720000	0.243264000	0.108850000	0.121504000	0.000864000	0.002668000	0.000614000	0.000696000	0.000468000	0.000452000	530.563288000	445.642057000	317.259995000	349.681498000	232.450775000	268.753229000	686463.691035000	757.380114000	1229.269498000	817.819691000	1229.769498000	820.680309000	11.125399000	61.352590000	314621.665865000	254.469005000	480.779026000	654.399732000	19981.041016000	1236.385020000	63.674440000	867	3.665744000	5.515889000	5.600496000	5.431283000	38.037795000	0.983756000	152.021380000	826.557807000	152.521380000	811.942193000	11.152860000	61.355091000	372877.651353000	517.740307000	720.202090000	23895.476562000	1465.316577000	66.214075000	3.546706000	5.400130000	5.507599000	5.292662000	27.256136000	0.995303000	432.468412000	1168.377670000	432.968412000	470.122330000	11.145684000	61.417632000	111882.263840000	326.585072000	342.582296000	7527.946777000	439.669514000	64.189774000	3.848656000	5.437795000	5.513238000	5.362353000	36.367699000	0.991262000	2044.682434000	587.310780000	2045.182434000	1051.189220000	11.104687000	61.308832000	134317.391058000	347.480661000	386.546378000	8564.019531000	527.833993000	63.415797000	3.807777000	5.484435000	5.604138000	5.364732000	29.725092000	0.992632000	1242.667001000	343.535651000	1243.167001000	1294.964349000	11.125151000	61.265637000	67386.384785000	279.587182000	241.021009000	4389.900879000	264.811759000	61.086333000	3.647521000	5.456534000	5.616843000	5.296225000	30.607130000	0.985136000	1339.715711000	328.939519000	1340.215711000	1309.560481000	11.122687000	61.262819000	83407.823672000	296.393701000	281.408894000	5204.066406000	327.772035000	59.773888000	3.754903000	5.614432000	5.754376000	5.474489000	31.746644000	0.987539000	2459192.847612000	1.002669337	0.001890170
TIC_99869022-01-S001-R069-C001-B1-E-sG.fts	69	0	59192.845891000	2459192.845891000	2459192.845486000	2459192.845486000	2459192.847129000	1.480307000	42.401100000	-19.968750000	70	11.125381000	61.352722000	4.373324000	9	16	24	0.457914000	1.193778000	0.194028000	0.242743000	0.108656000	0.121329000	0.000868000	0.002696000	0.000617000	0.000698000	0.000473000	0.000456000	527.496110000	442.803756000	314.677519000	347.898481000	229.587706000	266.146907000	680340.128211000	754.879317000	1229.383412000	818.096330000	1229.883412000	820.403670000	11.125381000	61.352553000	311537.142197000	254.469005000	478.869740000	650.567610000	20576.939453000	1224.263608000	63.846075000	849	3.725509000	5.386794000	5.544084000	5.229504000	32.458909000	0.981055000	152.240728000	826.804643000	152.740728000	811.695357000	11.152862000	61.355214000	370217.567138000	515.718462000	717.867586000	24979.007812000	1454.863107000	66.738032000	3.500060000	5.193234000	5.354246000	5.032222000	21.723881000	0.992719000	432.571198000	1168.621449000	433.071198000	469.878551000	11.145675000	61.417633000	110554.458607000	325.525101000	339.618844000	7693.032715000	434.451570000	65.478806000	3.650036000	5.316250000	5.475443000	5.157057000	29.968917000	0.985733000	2044.804657000	587.512093000	2045.304657000	1050.987907000	11.104656000	61.308706000	132889.775025000	345.490266000	384.641155000	9175.552734000	522.223817000	63.468238000	3.510201000	5.299165000	5.529765000	5.068564000	24.848241000	0.981964000	1242.834705000	343.908056000	1243.334705000	1294.591944000	11.125141000	61.265725000	66678.327441000	280.262619000	237.913738000	4214.883301000	262.029269000	62.349849000	3.713886000	5.304917000	5.605378000	5.004456000	24.063154000	0.971384000	1339.854880000	329.288063000	1340.354880000	1309.211937000	11.122676000	61.262890000	82545.146334000	296.316978000	278.570424000	5507.176758000	324.381928000	61.302633000	3.647173000	5.350478000	5.586092000	5.114864000	28.373474000	0.974302000	2459192.848619000	1.001458354	0.001898317
TIC_99869022-01-S001-R070-C001-B1-E-sG.fts	70	0	59192.846910000	2459192.846910000	2459192.846505000	2459192.846505000	2459192.848147000	1.475452000	42.574200000	-19.968750000	70	11.125381000	61.352722000	4.232957000	9	16	24	0.459236000	1.194296000	0.193348000	0.242614000	0.109214000	0.120864000	0.000858000	0.002655000	0.000606000	0.000686000	0.000464000	0.000448000	535.099976000	449.798252000	319.109987000	353.514501000	235.341953000	269.936417000	696168.443750000	760.725947000	1229.420958000	818.169182000	1229.920958000	820.330818000	11.125402000	61.352671000	319705.856456000	254.469005000	484.687680000	659.612096000	23891.052734000	1256.364627000	64.134616000	851	3.579907000	5.271671000	5.276064000	5.267277000	44.540663000	0.989193000	152.250587000	826.791158000	152.750587000	811.708842000	11.152860000	61.355134000	378905.622464000	521.184448000	727.008690000	26791.712891000	1489.005007000	66.941864000	3.417793000	5.171356000	5.240451000	5.102261000	32.314915000	0.996112000	432.611244000	1168.678388000	433.111244000	469.821612000	11.145687000	61.417686000	112794.006878000	327.589672000	344.314906000	8169.363770000	443.252438000	66.105861000	3.588652000	5.195650000	5.180507000	5.210792000	46.632753000	0.989530000	2044.902780000	587.538002000	2045.402780000	1050.961998000	11.104690000	61.308907000	135923.401970000	347.686593000	390.936563000	9673.142578000	534.145217000	63.759963000	3.373655000	5.191931000	5.222969000	5.160893000	40.074035000	0.995117000	1242.858476000	343.956526000	1243.358476000	1294.543474000	11.125153000	61.265740000	68545.412438000	280.837637000	244.074880000	4682.980469000	269.366450000	60.065440000	3.513891000	5.270002000	5.350442000	5.189563000	36.448884000	0.989229000	1339.874740000	329.363538000	1340.374740000	1309.136462000	11.122690000	61.262923000	84141.596843000	297.840093000	282.505945000	6018.422852000	330.655582000	61.006027000	3.550520000	5.252326000	5.307138000	5.197513000	39.100191000	0.989585000	2459192.849637000	1.005022912	0.001877705
TIC_99869022-01-S001-R071-C001-B1-E-sG.fts	71	0	59192.847928000	2459192.847928000	2459192.847523000	2459192.847523000	2459192.849166000	1.470648000	42.747000000	-19.968750000	70	11.125381000	61.352722000	4.270277000	9	16	24	0.459804000	1.194528000	0.193632000	0.241932000	0.109453000	0.122252000	0.000859000	0.002658000	0.000606000	0.000685000	0.000466000	0.000449000	535.335242000	449.473041000	319.491871000	353.120920000	234.648711000	272.246098000	696133.482699000	761.196218000	1229.932012000	817.839489000	1230.432012000	820.660511000	11.125378000	61.352516000	320084.756815000	254.469005000	484.769304000	660.282642000	20487.324219000	1257.853611000	64.382506000	872	3.595341000	5.228671000	5.196102000	5.261240000	48.315433000	0.988362000	152.738872000	826.562283000	153.238872000	811.937717000	11.152832000	61.355092000	378920.141910000	521.431068000	726.692683000	28427.779297000	1489.062065000	65.641979000	3.502636000	5.084049000	5.156836000	5.011263000	32.382001000	0.995491000	433.137872000	1168.412585000	433.637872000	470.087415000	11.145655000	61.417610000	112927.505879000	327.459516000	344.859441000	8264.050781000	443.777056000	65.716130000	3.606501000	5.131691000	5.173485000	5.089896000	40.343010000	0.989872000	2045.373950000	587.316981000	2045.873950000	1051.183019000	11.104672000	61.308703000	135608.784417000	347.310778000	390.453718000	9958.917969000	532.908849000	63.105332000	3.659560000	5.178647000	5.200332000	5.156962000	41.471368000	0.995354000	1243.435549000	343.646876000	1243.935549000	1294.853124000	11.125132000	61.265592000	68677.050493000	282.267271000	243.305043000	5036.628906000	269.883755000	60.600457000	3.578072000	5.176095000	5.231739000	5.120451000	39.286830000	0.988224000	1340.464379000	329.083196000	1340.964379000	1309.416804000	11.122670000	61.262772000	85103.581964000	298.425502000	285.175300000	6229.995605000	334.435944000	60.804350000	3.446593000	5.284234000	5.344179000	5.224289000	37.579458000	0.992156000	2459192.850656000	1.006223012	0.001879813
TIC_99869022-01-S001-R072-C001-B1-E-sG.fts	72	0	59192.848947000	2459192.848947000	2459192.848542000	2459192.848542000	2459192.850184000	1.465900000	42.919600000	-19.937500000	70	11.125381000	61.352722000	4.076739000	9	16	24	0.456809000	1.191390000	0.193847000	0.242592000	0.109544000	0.121682000	0.000851000	0.002636000	0.000603000	0.000684000	0.000462000	0.000448000	536.498904000	452.026651000	321.449158000	354.788555000	236.995720000	271.891924000	701505.955742000	763.065408000	1230.001415000	817.836137000	1230.501415000	820.663863000	11.125394000	61.352592000	320454.065845000	254.469005000	485.046460000	660.666745000	24023.269531000	1259.304904000	63.934289000	812	3.310824000	4.950875000	4.996786000	4.904964000	39.864413000	0.989183000	152.739915000	826.478362000	153.239915000	812.021638000	11.152840000	61.355024000	381386.800561000	522.734033000	729.600096000	31458.650391000	1498.755421000	67.124999000	3.255225000	4.927549000	5.051060000	4.804037000	19.915288000	0.995744000	433.204754000	1168.359660000	433.704754000	470.140340000	11.145670000	61.417567000	113904.772169000	328.223593000	347.034078000	9151.468750000	447.617470000	65.919350000	3.488437000	4.944011000	5.107361000	4.780661000	24.933894000	0.989512000	2045.366764000	587.238955000	2045.866764000	1051.261045000	11.104693000	61.308872000	136955.289213000	349.169184000	392.231891000	10666.720703000	538.200278000	64.336989000	3.587729000	5.018161000	5.134099000	4.902222000	24.056331000	0.995215000	1243.534035000	343.578570000	1244.034035000	1294.921430000	11.125140000	61.265676000	69259.093798000	281.723450000	245.840713000	5729.956055000	272.171040000	61.345493000	3.349311000	5.001391000	5.096294000	4.906488000	34.433010000	0.988929000	1340.456741000	328.991982000	1340.956741000	1309.508018000	11.122680000	61.262865000	85360.395559000	299.905175000	284.624617000	7044.495605000	335.445158000	61.372113000	3.198632000	5.060748000	5.181855000	4.939641000	33.986262000	0.983734000	2459192.851674000	0.999864660	0.001862671
TIC_99869022-01-S001-R073-C001-B1-E-sG.fts	73	0	59192.849954000	2459192.849954000	2459192.849549000	2459192.849549000	2459192.851191000	1.461200000	43.090100000	-19.968750000	70	11.125381000	61.352722000	3.981522000	9	16	24	0.455408000	1.195195000	0.193048000	0.242475000	0.109354000	0.121403000	0.000844000	0.002628000	0.000599000	0.000679000	0.000458000	0.000443000	539.282579000	454.842589000	322.289115000	357.265914000	238.963367000	274.162811000	708949.139699000	766.101185000	1229.229913000	817.755320000	1229.729913000	820.744680000	11.125391000	61.352546000	322861.081503000	254.469005000	486.520322000	663.612735000	24651.914062000	1268.763878000	64.999162000	860	3.242427000	4.952682000	5.042315000	4.863048000	36.213705000	0.985636000	152.004204000	826.438253000	152.504204000	812.061747000	11.152845000	61.354956000	385994.145197000	525.260639000	734.862117000	31669.755859000	1516.861141000	67.337867000	3.099946000	4.883067000	5.044934000	4.721199000	19.481803000	0.992746000	432.416551000	1168.274575000	432.916551000	470.225425000	11.145675000	61.417496000	114715.627560000	329.967059000	347.657818000	9959.022461000	450.803930000	66.017140000	3.387138000	4.909241000	5.064718000	4.753764000	26.440133000	0.989006000	2044.770265000	587.179150000	2045.270265000	1051.320850000	11.104679000	61.308854000	138354.873960000	350.251594000	395.015687000	11094.826172000	543.700299000	63.909609000	3.468233000	4.989999000	5.116289000	4.863709000	27.439530000	0.992269000	1242.753351000	343.500574000	1243.253351000	1294.999426000	11.125136000	61.265634000	69884.492982000	281.882684000	247.920490000	5592.542480000	274.628704000	60.970317000	3.265269000	5.074199000	5.245050000	4.903347000	28.534612000	0.984690000	1339.778336000	328.901790000	1340.278336000	1309.598210000	11.122673000	61.262823000	86068.445322000	299.838198000	287.049635000	6512.492676000	338.227618000	61.464805000	3.349382000	5.028818000	5.188921000	4.868714000	29.801380000	0.984196000	2459192.852681000	0.997097787	0.001847905
TIC_99869022-01-S001-R074-C001-B1-E-sG.fts	74	0	59192.850972000	2459192.850972000	2459192.850567000	2459192.850567000	2459192.852209000	1.456551000	43.262200000	-19.937500000	70	11.125381000	61.352722000	4.012796000	9	16	24	0.457687000	1.192047000	0.193288000	0.242621000	0.109836000	0.120681000	0.000846000	0.002620000	0.000598000	0.000679000	0.000459000	0.000442000	540.766454000	454.997199000	323.195715000	357.456196000	239.090043000	273.332241000	708940.037465000	766.178765000	1230.080371000	817.749132000	1230.580371000	820.750868000	11.125397000	61.352610000	324472.927763000	254.469005000	486.887318000	666.423042000	26943.574219000	1275.098033000	63.725520000	874	3.141734000	4.865423000	4.810992000	4.919855000	50.483135000	0.986169000	152.825198000	826.356502000	153.325198000	812.143498000	11.152846000	61.355018000	385525.404415000	525.414170000	733.755248000	31530.812500000	1515.019106000	67.334386000	3.370970000	4.823526000	4.844677000	4.802376000	39.589523000	0.997818000	433.312991000	1168.264874000	433.812991000	470.235126000	11.145675000	61.417580000	114833.576138000	329.180151000	348.847207000	10071.365234000	451.267439000	65.003033000	3.383885000	4.866859000	4.903216000	4.830502000	40.515461000	0.990817000	2045.517086000	587.113271000	2046.017086000	1051.386729000	11.104692000	61.308891000	138420.291072000	350.163799000	395.301546000	11880.095703000	543.957372000	62.870535000	3.258223000	4.828857000	4.903134000	4.754579000	34.507840000	0.992624000	1243.547223000	343.458459000	1244.047223000	1295.041541000	11.125144000	61.265676000	70160.765839000	282.834921000	248.062600000	6034.737305000	275.714388000	60.696423000	3.560410000	4.874500000	4.888261000	4.860739000	43.616417000	0.986323000	1340.574822000	328.850038000	1341.074822000	1309.649962000	11.122681000	61.262862000	85555.414128000	299.040361000	286.099889000	7008.070801000	336.211533000	61.333551000	3.380033000	4.866748000	4.854542000	4.878953000	46.133109000	0.983909000	2459192.853700000	1.002036175	0.001852189
TIC_99869022-01-S001-R075-C001-B1-E-sG.fts	75	0	59192.851991000	2459192.851991000	2459192.851586000	2459192.851586000	2459192.853228000	1.451953000	43.434100000	-19.968750000	70	11.125381000	61.352722000	4.321077000	9	16	24	0.457956000	1.185618000	0.194348000	0.243797000	0.109636000	0.120992000	0.000853000	0.002623000	0.000605000	0.000686000	0.000462000	0.000447000	536.961541000	451.976324000	321.081830000	355.299887000	237.397115000	270.652148000	700960.906059000	763.015803000	1230.820721000	817.751518000	1231.320721000	820.748482000	11.125396000	61.352588000	321009.263043000	254.469005000	485.072717000	661.775547000	21838.195312000	1261.486691000	64.684916000	817	3.582126000	5.140685000	5.222563000	5.058808000	32.863171000	0.993999000	153.586340000	826.397115000	154.086340000	812.102885000	11.152831000	61.354930000	380245.659842000	522.143072000	728.240362000	28868.250000000	1494.271021000	68.129911000	3.625625000	5.039997000	5.128680000	4.951314000	19.269852000	0.997977000	433.956675000	1168.286121000	434.456675000	470.213879000	11.145670000	61.417491000	114062.446040000	329.088012000	346.601644000	8493.881836000	448.237089000	65.836778000	3.629718000	5.045408000	5.175443000	4.915373000	24.949195000	0.993605000	2046.387231000	587.121756000	2046.887231000	1051.378244000	11.104695000	61.308935000	137395.426141000	349.568790000	393.042600000	10808.721680000	539.929907000	64.177503000	3.537402000	5.014324000	5.120646000	4.908003000	30.401862000	0.992449000	1244.396699000	343.471753000	1244.896699000	1295.028247000	11.125135000	61.265678000	69257.374036000	281.180493000	246.309313000	5170.473633000	272.164282000	60.437433000	3.918193000	5.253956000	5.419842000	5.088070000	26.252424000	0.989259000	1341.395925000	328.854006000	1341.895925000	1309.645994000	11.122675000	61.262869000	84810.742245000	299.449201000	283.222469000	6328.937012000	333.285157000	61.956566000	3.620600000	5.150272000	5.321296000	4.979248000	23.319003000	0.990664000	2459192.854718000	1.002231238	0.001866780
