pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim
CoRoT-17 b,1,1,Transit,2011,CoRoT,Published Confirmed,3.76810000,0.00030000,-0.00030000,0,0.048100,0.001110,-0.000720,0,11.287,3.867,-1.031,0,1.007,0.345,-0.092,0,781.86180,82.63580,-76.27920,0,2.46000,0.26000,-0.24000,0,3.00580,1.02410,-1.79550,0,,,,,,,,,1610,210,-70,0,,,,,,,,,,,,,,5740.00,80.00,-80.00,0,1.62,0.47,-0.13,0,1.04,0.07,-0.05,0,0.000,0.100,-0.100,0
CoRoT-18 b,1,1,Transit,2011,CoRoT,Published Confirmed,1.90006930,0.00000280,-0.00000280,0,0.028600,0.000680,-0.000680,0,14.022,0.930,-0.930,0,1.251,0.083,-0.083,0,1039.30410,54.03110,-54.03110,0,3.27000,0.17000,-0.17000,0,2.07000,0.40000,-0.40000,0,,,,,,,,,1490,45,-45,0,,,,,,,,,,,,,,5440.00,100.00,-100.00,0,0.92,0.06,-0.06,0,0.86,0.06,-0.06,0,-0.100,0.100,-0.100,0
CoRoT-18 b,1,1,Transit,2011,CoRoT,Published Confirmed,1.90006930,0.00000280,-0.00000280,0,0.029500,0.001500,-0.001700,0,14.684,2.018,-2.018,0,1.310,0.180,-0.180,0,1099.69180,120.77540,-120.77540,0,3.46000,0.38000,-0.38000,0,1.91000,1.10000,-0.62000,0,0.025000,,,1,,,,,,,,,,,,,,,,,,,,,,5440.00,100.00,-100.00,0,1.00,0.13,-0.13,0,0.95,0.15,-0.15,0,0.100,0.100,-0.100,0
CoRoT-18 b,1,1,Transit,2011,CoRoT,Published Confirmed,1.90006930,0.00000280,-0.00000280,0,0.029500,0.001600,-0.001600,0,14.680,2.020,-2.020,0,1.310,0.180,-0.180,0,1102.82000,120.77000,-120.77000,0,3.47000,0.38000,-0.38000,0,2.20000,0.80000,-0.80000,0,0.080000,,,1,,,,,1550,90,-90,0,0.4000,0.0800,-0.1400,0,,,,,0.13410,0.00190,-0.00190,0,G9 V,5440.00,100.00,-100.00,0,1.00,0.13,-0.13,0,0.95,0.15,-0.15,0,-0.100,0.100,-0.100,0
CoRoT-18 b,1,1,Transit,2011,CoRoT,Published Confirmed,1.90009000,0.00000050,-0.00000050,0,0.028800,0.000800,-0.000800,0,12.846,0.437,-0.538,0,1.146,0.039,-0.048,0,1048.83900,60.38770,-60.38770,0,3.30000,0.19000,-0.19000,0,2.73000,0.32000,-0.38000,0,,,,,,,,,1487,19,-19,0,0.0100,0.2000,-0.2000,0,,,,,0.13310,0.00140,-0.00130,0,,,,,,0.88,0.03,-0.03,0,0.88,0.07,-0.07,0,,,,
CoRoT-19 b,1,1,Transit,2011,CoRoT,Published Confirmed,3.89713000,0.00002000,-0.00002000,0,0.051200,0.001800,-0.001100,0,13.339,2.914,-0.773,0,1.190,0.260,-0.069,0,346.43470,29.55819,-24.79074,0,1.09000,0.09300,-0.07800,0,0.79800,0.14630,-0.35910,0,,,,,,,,,1630,150,-40,0,,,,,,,,,,,,,,6090.00,70.00,-70.00,0,1.58,0.35,-0.10,0,1.18,0.13,-0.08,0,-0.020,0.100,-0.100,0
CoRoT-19 b,1,1,Transit,2011,CoRoT,Published Confirmed,3.89713000,0.00002000,-0.00002000,0,0.051800,0.000800,-0.000800,0,14.460,0.340,-0.340,0,1.290,0.030,-0.030,0,352.78000,19.07000,-19.07000,0,1.11000,0.06000,-0.06000,0,0.71000,0.06000,-0.06000,0,0.047000,0.045000,-0.045000,0,,,,,2000,150,-150,0,0.2400,0.0800,-0.0800,0,,,,,0.07860,0.00040,-0.00040,0,F9 V,6090.00,70.00,-70.00,0,1.65,0.04,-0.04,0,1.21,0.05,-0.05,0,-0.020,0.100,-0.100,0
CoRoT-19 b,1,1,Transit,2011,CoRoT,Published Confirmed,3.89713000,0.00002000,-0.00002000,0,0.051660,0.000690,-0.000700,0,14.460,0.336,-0.336,0,1.290,0.030,-0.030,0,367.09365,22.88376,-22.88376,0,1.15500,0.07200,-0.07200,0,0.66800,0.06300,-0.06100,0,0.056000,,,1,,,,,,,,,,,,,,,,,,,,,,6090.00,70.00,-70.00,0,1.65,0.04,-0.04,0,1.21,0.05,-0.05,0,0.020,0.100,-0.100,0
CoRoT-2 b,2,1,Transit,2008,CoRoT,Published Confirmed,1.74299750,0.00000020,-0.00000020,0,,,,,15.850,0.717,-0.717,0,1.414,0.064,-0.064,0,1052.01730,50.85280,-50.85280,0,3.31000,0.16000,-0.16000,0,1.55300,0.13400,-0.13400,0,0.000000,,,0,,,,,1535,21,-21,0,,,,,,,,,0.16100,0.00400,-0.00400,0,,5625.00,120.00,-120.00,0,0.90,0.02,-0.02,0,0.97,0.06,-0.06,0,0.000,0.100,-0.100,0
CoRoT-2 b,2,1,Transit,2008,CoRoT,Published Confirmed,1.74299350,0.00000100,-0.00000100,0,0.028350,0.000470,-0.000470,0,16.365,0.347,-0.347,0,1.460,0.031,-0.031,0,1134.65310,50.85280,-50.85280,0,3.57000,0.16000,-0.16000,0,1.42700,0.07800,-0.07800,0,,,,,,,,,1521,18,-18,0,,,,,,,,,,,,,,5598.00,50.00,-50.00,0,0.90,0.02,-0.02,0,1.00,0.05,-0.05,0,0.040,0.050,-0.050,0
CoRoT-2 b,2,1,Transit,2008,CoRoT,Published Confirmed,1.74299673,0.00000031,-0.00000031,0,0.028100,0.000570,-0.000580,0,16.432,0.471,-0.493,0,1.466,0.042,-0.044,0,1048.83900,60.38770,-57.20940,0,3.30000,0.19000,-0.18000,0,1.30000,0.14000,-0.13000,0,0.024000,,,1,,,,,,,,,,,,,,,,,,,,,,5625.00,120.00,-120.00,0,0.90,0.02,-0.02,0,0.97,0.06,-0.06,0,0.000,0.100,-0.100,0
CoRoT-2 b,2,1,Transit,2008,CoRoT,Published Confirmed,1.74299350,0.00000100,-0.00000100,0,0.027980,0.000760,-0.000800,0,16.432,0.471,-0.493,0,1.466,0.042,-0.044,0,1102.82000,69.92000,-69.92000,0,3.47000,0.22000,-0.22000,0,1.47000,0.08000,-0.07400,0,0.014300,0.007700,-0.007600,0,,,,,,,,,0.2210,0.0170,-0.0190,0,2.750000,0.012000,-0.012000,0,,,,,,5625.00,120.00,-120.00,0,0.91,0.03,-0.03,0,0.96,0.08,-0.08,0,,,,
CoRoT-2 b,2,1,Transit,2008,CoRoT,Published Confirmed,1.74299350,0.00000100,-0.00000100,0,0.028540,0.000480,-0.000480,0,16.477,0.359,-0.359,0,1.470,0.032,-0.032,0,1150.54460,50.85280,-50.85280,0,3.62000,0.16000,-0.16000,0,1.41800,0.07700,-0.07700,0,,,,,,,,,1548,22,-22,0,,,,,,,,,,,,,,5696.00,70.00,-70.00,0,0.91,0.02,-0.02,0,1.02,0.05,-0.05,0,0.030,0.060,-0.060,0
CoRoT-2 b,2,1,Transit,2008,CoRoT,Published Confirmed,1.74299640,0.00000170,-0.00000170,0,0.028100,0.000900,-0.000900,0,16.421,0.325,-0.325,0,1.465,0.029,-0.029,0,1051.97300,50.85100,-50.85100,0,3.31000,0.16000,-0.16000,0,,,,,0.000000,,,0,,,,,,,,,,,,,2.778890,0.020040,-0.019968,0,,,,,,,,,,,,,,,,,,,,,
CoRoT-20 b,1,2,Transit,2011,CoRoT,Published Confirmed,9.24318000,0.00000900,-0.00000900,0,0.089100,0.003800,-0.003800,0,11.209,2.018,-2.354,0,1.000,0.180,-0.210,0,1315.81620,114.41880,-95.34900,0,4.14000,0.36000,-0.30000,0,5.20000,2.80000,-3.20000,0,,,,,,,,,1024,16,-16,0,0.6000,0.4000,-0.3000,0,,,,,0.08840,0.00450,-0.00350,0,,,,,,1.16,0.15,-0.20,0,1.10,0.10,-0.10,0,,,,
CoRoT-20 b,1,2,Transit,2011,CoRoT,Published Confirmed,9.24285000,0.00030000,-0.00030000,0,0.090200,0.002100,-0.002100,0,9.420,0.450,-0.450,0,0.840,0.040,-0.040,0,1347.54000,73.10000,-73.10000,0,4.24000,0.23000,-0.23000,0,8.87000,1.10000,-1.10000,0,0.562000,0.013000,-0.013000,0,,,,,1002,24,-24,0,0.2600,0.0800,-0.0800,0,,,,,0.08420,0.00170,-0.00170,0,G2 V,5880.00,90.00,-90.00,0,1.02,0.05,-0.05,0,1.14,0.08,-0.08,0,0.140,0.120,-0.120,0
CoRoT-20 b,1,2,Transit,2011,CoRoT,Published Confirmed,9.24285000,0.00030000,-0.00030000,0,0.089200,0.002800,-0.002800,0,13.002,2.914,-2.914,0,1.160,0.260,-0.260,0,1608.21980,114.41880,-114.41880,0,5.06000,0.36000,-0.36000,0,4.00000,3.30000,-3.30000,0,,,,,,,,,1100,150,-150,0,,,,,,,,,,,,,,5880.00,90.00,-90.00,0,1.34,0.37,-0.37,0,1.11,0.10,-0.10,0,0.140,0.120,-0.120,0
CoRoT-20 b,1,2,Transit,2011,CoRoT,Published Confirmed,9.24285000,0.00030000,-0.00030000,0,0.090100,0.002100,-0.002200,0,9.416,0.448,-0.448,0,0.840,0.040,-0.040,0,1344.42090,82.63580,-79.45750,0,4.23000,0.26000,-0.25000,0,8.90000,1.50000,-1.20000,0,0.575000,0.016000,-0.014000,0,,,,,,,,,,,,,,,,,,,,,,5880.00,90.00,-90.00,0,1.02,0.05,-0.05,0,1.14,0.08,-0.08,0,0.140,0.120,-0.120,0
CoRoT-21 b,1,1,Transit,2012,CoRoT,Published Confirmed,2.72474000,0.00014000,-0.00014000,0,0.041700,0.001100,-0.001100,0,14.572,1.569,-1.569,0,1.300,0.140,-0.140,0,718.29580,98.52730,-98.52730,0,2.26000,0.31000,-0.31000,0,1.36000,0.48000,-0.48000,0,0.000000,,,0,,,,,,,,,0.2500,0.1700,-0.1700,0,,,,,0.06700,0.00180,-0.00180,0,F8 IV,6200.00,100.00,-100.00,0,1.95,0.21,-0.21,0,1.29,0.09,-0.09,0,0.000,0.100,-0.100,0
CoRoT-21 b,1,1,Transit,2012,CoRoT,Published Confirmed,2.72474000,0.00014000,-0.00014000,0,0.041600,0.000940,-0.001000,0,14.572,1.569,-1.569,0,1.300,0.140,-0.140,0,705.58260,177.98480,-177.98480,0,2.22000,0.56000,-0.56000,0,1.24000,0.62000,-0.43000,0,0.390000,,,1,,,,,,,,,,,,,,,,,,,,,,6200.00,100.00,-100.00,0,1.95,0.21,-0.21,0,1.29,0.09,-0.09,0,0.000,0.100,-0.100,0
CoRoT-22 b,1,1,Transit,2014,CoRoT,Published Confirmed,9.75598000,0.00011000,-0.00011000,0,0.092000,0.001400,-0.001400,0,4.880,0.170,-0.390,0,0.435,0.015,-0.035,0,12.20000,14.00000,-8.80000,0,0.03800,0.04400,-0.02800,0,0.24900,1.00000,-0.09700,0,0.077000,0.300000,-0.042000,0,,,,,885,53,-280,0,0.0120,0.3300,-0.0330,0,,,,,0.03927,0.00060,-0.00037,0,G3 V,5939.00,54.00,-120.00,0,1.14,0.04,-0.09,0,1.10,0.05,-0.05,0,0.170,0.070,-0.120,0
CoRoT-23 b,1,1,Transit,2011,CoRoT,Published Confirmed,3.63130000,0.00010000,-0.00010000,0,0.048090,0.001280,-0.001040,0,13.227,2.130,-1.233,0,1.180,0.190,-0.110,0,972.55980,101.70560,-98.52730,0,3.06000,0.32000,-0.31000,0,2.32750,0.83790,-0.85120,0,,,,,,,,,1710,110,-80,0,,,,,,,,,,,,,,5900.00,100.00,-100.00,0,1.74,0.26,-0.16,0,1.12,0.09,-0.07,0,0.050,0.100,-0.100,0
CoRoT-23 b,1,1,Transit,2011,CoRoT,Published Confirmed,3.63130000,0.00010000,-0.00010000,0,0.048400,0.001100,-0.001200,0,11.769,1.457,-1.457,0,1.050,0.130,-0.130,0,982.09470,104.88390,-104.88390,0,3.09000,0.33000,-0.33000,0,3.30000,1.70000,-1.00000,0,0.160000,,,1,,,,,,,,,,,,,,,,,,,,,,5900.00,100.00,-100.00,0,1.61,0.18,-0.18,0,1.14,0.08,-0.08,0,0.050,0.100,-0.100,0
CoRoT-23 b,1,1,Transit,2011,CoRoT,Published Confirmed,3.63130000,0.00010000,-0.00010000,0,0.048000,0.004000,-0.004000,0,11.770,1.460,-1.460,0,1.050,0.130,-0.130,0,889.90000,95.30000,-95.30000,0,2.80000,0.30000,-0.30000,0,3.00000,1.10000,-1.10000,0,0.160000,0.020000,-0.020000,0,,,,,1660,,,0,0.5600,0.1000,-0.2300,0,,,,,0.06710,0.00100,-0.00100,0,G0 V,5900.00,100.00,-100.00,0,1.61,0.18,-0.18,0,1.14,0.08,-0.08,0,0.050,0.100,-0.100,0
CoRoT-24 b,1,2,Transit,2014,CoRoT,Published Confirmed,5.11340000,0.00060000,-0.00060000,0,0.056000,0.002000,-0.002000,0,3.700,0.400,-0.400,0,0.330,0.040,-0.040,0,5.70000,,,1,0.01800,,,1,0.90000,,,1,0.000000,,,0,,,,,1070,140,-140,0,0.6500,0.3000,-0.3000,0,,,,,0.03700,0.00210,-0.00210,0,K1 V,4950.00,150.00,-150.00,0,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,0.300,0.150,-0.150,0
CoRoT-24 c,1,2,Transit,2014,CoRoT,Published Confirmed,11.75900000,0.00630000,-0.00630000,0,0.098000,0.003000,-0.003000,0,5.000,0.500,-0.500,0,0.440,0.040,-0.040,0,28.00000,11.00000,-11.00000,0,0.08800,0.03500,-0.03500,0,1.30000,0.50000,-0.40000,0,0.000000,,,0,,,,,850,80,-80,0,0.3000,0.4000,-0.4000,0,,,,,0.05000,0.00100,-0.00100,0,K1 V,4950.00,150.00,-150.00,0,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,0.300,0.150,-0.150,0
CoRoT-25 b,1,1,Transit,2013,CoRoT,Published Confirmed,4.86069000,0.00006000,-0.00006000,0,0.057800,0.002000,-0.000900,0,12.110,3.400,-1.120,0,1.080,0.300,-0.100,0,85.81000,12.71000,-12.71000,0,0.27000,0.04000,-0.04000,0,0.15000,0.15000,-0.06000,0,0.000000,,,0,,,,,1330,80,-40,0,0.9400,0.0400,-0.0200,0,,,,,0.08500,0.02600,-0.00200,0,F9,6040.00,90.00,-90.00,0,1.19,0.14,-0.03,0,1.09,0.11,-0.05,0,-0.010,0.130,-0.130,0
CoRoT-25 b,1,1,Transit,2013,CoRoT,Published Confirmed,4.86069000,0.00006000,-0.00006000,0,0.057890,0.001900,-0.000930,0,12.106,3.363,-1.121,0,1.080,0.300,-0.100,0,93.12419,19.38763,-19.06980,0,0.29300,0.06100,-0.06000,0,0.24000,0.14000,-0.12000,0,0.220000,,,1,,,,,,,,,,,,,,,,,,,,,,6040.00,90.00,-90.00,0,1.19,0.14,-0.03,0,1.09,0.11,-0.05,0,0.010,0.130,-0.130,0
CoRoT-26 b,1,1,Transit,2013,CoRoT,Published Confirmed,4.20474000,0.00005000,-0.00005000,0,0.052500,0.000940,-0.000980,0,14.123,1.457,-0.785,0,1.260,0.130,-0.070,0,184.34140,63.56600,-34.96130,0,0.58000,0.20000,-0.11000,0,0.36000,0.03600,-0.02600,0,0.410000,,,1,,,,,,,,,,,,,,,,,,,,,,5590.00,100.00,-100.00,0,1.79,0.18,-0.09,0,1.09,0.06,-0.06,0,0.010,0.130,-0.130,0
CoRoT-26 b,1,1,Transit,2013,CoRoT,Published Confirmed,4.20474000,0.00005000,-0.00005000,0,0.052600,0.001000,-0.001000,0,14.120,1.460,-0.780,0,1.260,0.130,-0.070,0,165.26000,15.89000,-15.89000,0,0.52000,0.05000,-0.05000,0,0.28000,0.09000,-0.07000,0,0.000000,,,0,,,,,1600,80,-70,0,0.3300,0.0800,-0.2300,0,,,,,0.07180,0.00100,-0.00100,0,G5,5590.00,100.00,-100.00,0,1.79,0.18,-0.09,0,1.09,0.06,-0.06,0,0.010,0.130,-0.130,0
CoRoT-27 b,1,1,Transit,2014,CoRoT,Published Confirmed,3.57532000,0.00006000,-0.00006000,0,0.047600,0.006600,-0.006600,0,11.287,0.493,-0.493,0,1.007,0.044,-0.044,0,3302.11000,174.80000,-174.80000,0,10.39000,0.55000,-0.55000,0,12.60000,1.92000,-1.67000,0,0.065000,,,1,,,,,1500,130,-130,0,0.5400,0.0900,-0.1700,0,,,,,0.09900,0.00200,-0.00200,0,G2,5900.00,120.00,-120.00,0,1.08,0.18,-0.06,0,1.05,0.11,-0.11,0,-0.100,0.100,-0.100,0
CoRoT-27 b,1,1,Transit,2014,CoRoT,Published Confirmed,3.57532000,0.00006000,-0.00006000,0,0.046700,0.001500,-0.001700,0,11.287,0.493,-0.493,0,1.007,0.044,-0.044,0,3273.64900,257.44230,-263.79890,0,10.30000,0.81000,-0.83000,0,12.50000,2.10000,-1.70000,0,0.034000,,,1,,,,,,,,,,,,,,,,,,,,,,5900.00,120.00,-120.00,0,1.08,0.18,-0.06,0,1.05,0.11,-0.11,0,0.100,0.100,-0.100,0
CoRoT-28 b,1,1,Transit,2015,CoRoT,Published Confirmed,5.20851000,0.00038000,-0.00038000,0,0.059000,0.002700,-0.002800,0,10.705,0.740,-0.740,0,0.955,0.066,-0.066,0,152.87623,17.79848,-17.79848,0,0.48100,0.05600,-0.05600,0,0.68000,0.19000,-0.14000,0,0.071000,,,1,,,,,,,,,,,,,,,,,,,,,,5150.00,100.00,-100.00,0,1.78,0.11,-0.11,0,1.01,0.14,-0.14,0,0.150,0.100,-0.100,0
CoRoT-28 b,1,1,Transit,2015,CoRoT,Published Confirmed,5.20851000,0.00038000,-0.00038000,0,0.060300,0.005000,-0.005000,0,10.705,0.740,-0.740,0,0.955,0.066,-0.066,0,153.82972,27.65121,-27.65121,0,0.48400,0.08700,-0.08700,0,0.69000,0.27000,-0.27000,0,0.047000,0.055000,-0.038000,0,,,,,,,,,0.2400,0.0900,-0.0900,0,,,,,0.05510,0.00040,-0.00040,0,G8/9 IV,5150.00,100.00,-100.00,0,1.78,0.11,-0.11,0,1.01,0.14,-0.14,0,0.150,0.100,-0.100,0
CoRoT-29 b,1,1,Transit,2015,CoRoT,Published Confirmed,2.85057000,0.00000600,-0.00000600,0,0.038600,0.005900,-0.005900,0,10.088,1.793,-1.793,0,0.900,0.160,-0.160,0,270.15550,63.56600,-63.56600,0,0.85000,0.20000,-0.20000,0,1.45000,0.74000,-0.74000,0,0.082000,0.081000,-0.081000,0,,,,,,,,,0.4300,0.4400,-0.4400,0,,,,,0.10280,0.00430,-0.00430,0,K0 V,5260.00,100.00,-100.00,0,0.90,0.12,-0.12,0,0.97,0.14,-0.14,0,0.200,0.100,-0.100,0
CoRoT-29 b,1,1,Transit,2015,CoRoT,Published Confirmed,2.85057000,0.00000600,-0.00000600,0,0.039000,0.001800,-0.002000,0,10.088,1.793,-1.793,0,0.900,0.160,-0.160,0,266.97720,41.31790,-38.13960,0,0.84000,0.13000,-0.12000,0,1.44000,1.20000,-0.58000,0,0.120000,,,1,,,,,,,,,,,,,,,,,,,,,,5260.00,100.00,-100.00,0,0.90,0.12,-0.12,0,0.97,0.14,-0.14,0,0.200,0.100,-0.100,0
CoRoT-3 b,1,1,Transit,2008,CoRoT,Published Confirmed,4.25679940,0.00000390,-0.00000310,0,0.056940,0.000960,-0.000790,0,11.135,0.650,-0.650,0,0.993,0.058,-0.058,0,6747.53090,260.62060,-187.51970,0,21.23000,0.82000,-0.59000,0,,,,,0.008000,0.015000,-0.005000,0,,,,,,,,,0.5400,0.0410,-0.0810,0,0.439800,0.008400,-0.009100,0,0.06632,0.00063,-0.00069,0,,,,,,1.54,0.08,-0.08,0,1.36,0.06,-0.04,0,,,,
CoRoT-3 b,1,1,Transit,2008,CoRoT,Published Confirmed,4.25679940,0.00000350,-0.00000350,0,0.057400,0.001200,-0.001300,0,11.321,0.785,-0.785,0,1.010,0.070,-0.070,0,6814.27520,305.11680,-308.29510,0,21.44000,0.96000,-0.97000,0,25.90000,6.40000,-4.90000,0,0.016000,,,1,,,,,,,,,,,,,,,,,,,,,,6740.00,140.00,-140.00,0,1.56,0.09,-0.09,0,1.37,0.09,-0.09,0,0.020,0.060,-0.060,0
CoRoT-3 b,1,1,Transit,2008,CoRoT,Published Confirmed,4.25680000,0.00000500,-0.00000500,0,,,,,11.320,0.780,-0.780,0,1.010,0.070,-0.070,0,6883.91000,317.80000,-317.80000,0,21.66000,1.00000,-1.00000,0,26.40000,5.60000,-5.60000,0,0.000000,,,0,,,,,,,,,0.5500,0.0800,-0.0800,0,,,,,0.06630,0.00090,-0.00090,0,F3 V,6740.00,140.00,-140.00,0,1.56,0.09,-0.09,0,1.37,0.09,-0.09,0,,,,
CoRoT-3 b,1,1,Transit,2008,CoRoT,Published Confirmed,4.25679940,0.00000350,-0.00000350,0,0.057830,0.000850,-0.000850,0,11.624,0.773,-0.773,0,1.037,0.069,-0.069,0,6979.54680,222.48100,-222.48100,0,21.96000,0.70000,-0.70000,0,24.50000,4.90000,-4.90000,0,,,,,,,,,1695,57,-57,0,,,,,,,,,,,,,,6740.00,140.00,-140.00,0,1.57,0.10,-0.10,0,1.40,0.06,-0.06,0,-0.020,0.060,-0.060,0
CoRoT-30 b,1,1,Transit,2020,CoRoT,Published Confirmed,9.06005000,0.00024000,-0.00024000,0,0.084400,0.001200,-0.001200,0,11.310,0.852,-0.852,0,1.009,0.076,-0.076,0,921.70700,69.92260,-69.92260,0,2.90000,0.22000,-0.22000,0,3.45000,0.65000,-0.65000,0,0.007000,0.031000,-0.031000,0,,,,,,,,,0.0000,0.1600,-0.1600,0,,,,,0.11400,0.00320,-0.00320,0,G3 V,5650.00,100.00,-100.00,0,0.91,0.09,-0.03,0,0.98,0.03,-0.05,0,0.020,0.100,-0.100,0
CoRoT-31 b,1,1,Transit,2020,CoRoT,Published Confirmed,4.62941000,0.00075000,-0.00075000,0,0.058600,0.003400,-0.003400,0,16.365,3.363,-3.363,0,1.460,0.300,-0.300,0,266.97720,108.06220,-108.06220,0,0.84000,0.34000,-0.34000,0,0.33000,0.18000,-0.18000,0,0.020000,0.160000,-0.160000,0,,,,,,,,,0.8700,0.2700,-0.2700,0,,,,,0.06990,0.00760,-0.00760,0,G2 IV,5700.00,120.00,-120.00,0,2.15,0.56,-0.66,0,1.25,0.22,-0.21,0,0.000,0.100,-0.100,0
CoRoT-4 b,1,1,Transit,2008,CoRoT,Published Confirmed,9.20205000,0.00037000,-0.00037000,0,0.091200,0.001260,-0.001310,0,13.002,1.300,-0.471,0,1.160,0.116,-0.042,0,232.33373,22.88376,-23.51942,0,0.73100,0.07200,-0.07400,0,0.58300,0.08400,-0.15600,0,,,,,,,,,1058,42,-17,0,,,,,,,,,,,,,,6190.00,60.00,-60.00,0,1.15,0.09,-0.03,0,1.19,0.05,-0.05,0,0.050,0.070,-0.070,0
CoRoT-4 b,1,1,Transit,2008,CoRoT,Published Confirmed,9.20205000,0.00037000,-0.00037000,0,0.090000,0.001000,-0.001000,0,13.340,0.670,-0.560,0,1.190,0.060,-0.050,0,228.83000,25.43000,-25.43000,0,0.72000,0.08000,-0.08000,0,0.52500,0.15000,-0.15000,0,0.000000,0.100000,-0.100000,0,,,,,1074,19,-19,0,,,,,,,,0,0.10470,0.00410,-0.00220,0,,6190.00,60.00,-60.00,0,1.17,0.01,-0.03,0,1.16,0.03,-0.02,0,,,,
CoRoT-4 b,1,1,Transit,2008,CoRoT,Published Confirmed,9.20205000,0.00037000,-0.00037000,0,0.090250,0.000680,-0.000550,0,13.339,0.616,-0.616,0,1.190,0.055,-0.055,0,223.43449,22.56593,-23.20159,0,0.70300,0.07100,-0.07300,0,0.51700,0.09900,-0.08200,0,0.140000,,,1,,,,,,,,,,,,,,,,,,,,,,6190.00,60.00,-60.00,0,1.17,0.01,-0.03,0,1.16,0.03,-0.02,0,0.050,0.070,-0.070,0
CoRoT-5 b,1,1,Transit,2009,CoRoT,Published Confirmed,4.03789620,0.00000190,-0.00000190,0,0.050040,0.001620,-0.000980,0,13.249,1.143,-1.098,0,1.182,0.102,-0.098,0,149.38010,18.43414,-10.17056,0,0.47000,0.05800,-0.03200,0,0.35400,0.10900,-0.07700,0,,,,,,,,,1348,50,-51,0,,,,,,,,,,,,,,6100.00,95.00,-95.00,0,1.05,0.08,-0.07,0,1.02,0.10,-0.06,0,-0.250,0.060,-0.060,0
CoRoT-5 b,1,1,Transit,2009,CoRoT,Published Confirmed,4.03789620,0.00000190,-0.00000190,0,0.049630,0.000330,-0.000320,0,15.558,0.516,-0.527,0,1.388,0.046,-0.047,0,151.92274,11.12405,-11.12405,0,0.47800,0.03500,-0.03500,0,0.22100,0.03000,-0.02600,0,0.087000,,,1,,,,,,,,,,,,,,,,,,,,,,6100.00,65.00,-65.00,0,1.19,0.04,-0.04,0,1.00,0.02,-0.02,0,0.250,0.060,-0.060,0
CoRoT-5 b,1,1,Transit,2009,CoRoT,Published Confirmed,4.03791560,0.00000120,-0.00000120,0,0.049500,0.001200,-0.001200,0,14.079,0.516,-0.504,0,1.256,0.046,-0.045,0,145.88397,16.84499,-10.17056,0,0.45900,0.05300,-0.03200,0,0.28800,0.04600,-0.03700,0,,,,,,,,,1397,15,-15,0,0.7600,0.0500,-0.0400,0,,,,,0.11550,0.00083,-0.00084,0,,,,,,1.11,0.04,-0.03,0,0.99,0.07,-0.07,0,,,,
CoRoT-5 b,1,1,Transit,2009,CoRoT,Published Confirmed,4.03789620,0.00000190,-0.00000190,0,0.049470,0.000260,-0.000290,0,15.558,0.516,-0.527,0,1.388,0.046,-0.047,0,148.42000,14.93700,-7.62800,0,0.46700,0.04700,-0.02400,0,0.21700,0.03100,-0.02500,0,0.090000,0.090000,-0.040000,0,,,,,1438,39,-39,0,0.7550,0.0170,-0.0220,0,1.461000,0.030000,-0.032000,0,,,,,F9 V,6100.00,65.00,-65.00,0,1.19,0.04,-0.04,0,1.00,0.02,-0.02,0,-0.250,0.060,-0.060,0
CoRoT-6 b,1,1,Transit,2009,CoRoT,Published Confirmed,8.88659300,0.00000400,-0.00000400,0,0.085500,0.001700,-0.001700,0,13.283,0.471,-0.471,0,1.185,0.042,-0.042,0,940.77680,108.06220,-108.06220,0,2.96000,0.34000,-0.34000,0,2.21000,0.31000,-0.31000,0,,,,,,,,,1025,16,-16,0,,,,,,,,,,,,,,6090.00,70.00,-70.00,0,1.04,0.03,-0.03,0,1.05,0.06,-0.06,0,-0.200,0.100,-0.100,0
