pl_name,default_flag,soltype,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,sy_dist,sy_disterr1,sy_disterr2,sy_jmag,sy_jmagerr1,sy_jmagerr2
24 Sex c,1,Published Confirmed,883.00000000,32.40000000,-13.80000000,0,2.080000,0.050000,-0.020000,0,,,,,,,,,,,,,,,,,Msini,,,,,0.290000,0.160000,-0.090000,0,,,,,,,,,,,,,,,,,5098.00,44.00,-44.00,0,4.90,0.08,-0.08,0,1.54,0.08,-0.08,0,-0.030,0.040,-0.040,0,1.164,0.003,-0.003,0,3.50,0.10,-0.10,0,2.700,0.400,-0.400,0,,,,,72.0691000,0.6854000,-0.6728000,5.2920000,0.3380000,-0.3380000
2M0437 b,1,Published Confirmed,,,,,118.000000,1.300000,-1.300000,0,,,,,,,,,1271.31363,317.82841,-317.82841,0,4.00000,1.00000,-1.00000,0,Mass,,,,,,,,,,,,,1450,50,-50,0,,,,,,,,,3100.00,100.00,-100.00,0,0.84,0.11,-0.11,0,0.17,0.01,-0.02,0,0.010,0.050,-0.050,0,-1.164,0.003,-0.003,0,4.50,0.50,-0.50,0,2.500,0.400,-0.400,0,1.84,,,0,128.4840000,1.1960000,-1.1740000,11.2980000,0.0200000,-0.0200000
2MASS J01033563-5515561 AB b,1,Published Confirmed,,,,,84.000000,,,0,,,,,,,,,4131.79000,317.83000,-317.83000,0,13.00000,1.00000,-1.00000,0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.02,-0.02,0,,,,,,,,,,,,,0.030,,,0,,,,,,,,10.1620000,0.0230000,-0.0230000
2MASS J01225093-2439505 b,1,Published Confirmed,,,,,52.000000,6.000000,-6.000000,0,,,,,,,,,7786.50000,794.50000,-794.50000,0,24.50000,2.50000,-2.50000,0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,3530.00,50.00,-50.00,0,,,,,0.40,0.05,-0.05,0,,,,,-1.720,0.110,-0.110,0,,,,,0.120,0.010,-0.010,0,,,,,33.8281000,0.0864000,-0.0860000,10.0840000,0.0280000,-0.0280000
2MASS J02192210-3925225 b,1,Published Confirmed,,,,,156.000000,10.000000,-10.000000,0,16.141,0.336,-0.336,0,1.440,0.030,-0.030,0,4417.83700,349.61300,-349.61300,0,13.90000,1.10000,-1.10000,0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,3064.00,76.00,-76.00,0,0.28,0.01,-0.01,0,0.11,0.01,-0.01,0,,,,,-2.230,0.060,-0.060,0,4.59,0.06,-0.06,0,0.035,0.005,-0.005,0,,,,,,,,11.3810000,0.0260000,-0.0260000
2MASS J04414489+2301513 b,1,Published Confirmed,,,,,15.000000,,,0,,,,,,,,,2383.60000,794.50000,-794.50000,0,7.50000,2.50000,-2.50000,0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0,,,,,,,,,,,,,0.001,,,0,,,,,,,,14.4190000,0.0260000,-0.0260000
2MASS J12073346-3932539 b,1,Published Confirmed,,,,,55.000000,,,0,,,,,,,,,1589.15000,635.66000,-635.66000,0,5.00000,2.00000,-2.00000,0,Mass,,,,,,,,,,,,,1250,200,-200,0,,,,,,,,,,,,,,,,,0.02,,,0,,,,,,,,,,,,,0.008,0.004,-0.003,0,,,,,64.3080000,0.6569000,-0.6440000,12.9950000,0.0260000,-0.0260000
2MASS J19383260+4603591 b,1,Published Confirmed,406.00000000,4.00000000,-4.00000000,0,,,,,,,,,,,,,,,,,,,,,Msini,,,,,0.330000,0.050000,-0.050000,0,,,,,,,,,,,,,,,,,29564.00,,,0,0.20,0.00,0.00,0,0.48,,,0,,,,,,,,,5.51,0.01,-0.01,0,,,,,,,,,396.3320000,6.3885000,-6.3885000,12.7570000,0.0220000,-0.0220000
2MASS J22362452+4751425 b,1,Published Confirmed,,,,,230.000000,20.000000,-20.000000,0,,,,,,,,,3972.87500,476.74500,-476.74500,0,12.50000,1.50000,-1.50000,0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,4045.00,35.00,-35.00,0,,,,,0.60,0.05,-0.05,0,,,,,,,,,,,,,0.120,0.010,-0.010,0,,,,,69.5737000,0.1592000,-0.1585000,9.9750000,0.0220000,-0.0220000
30 Ari B b,1,Published Confirmed,335.10001000,2.50000000,-2.50000000,0,0.990000,0.020000,-0.020000,0,,,,,,,,,,,,,,,,,Msini,,,,,0.290000,0.090000,-0.090000,0,,,,,,,,,,,,,,,,,6331.00,61.00,-61.00,0,1.41,0.05,-0.05,0,1.93,0.27,-0.27,0,0.190,,,0,,,,,4.43,0.05,-0.05,0,,,,,,,,,44.6570000,0.1039000,-0.1034000,6.0800000,0.0200000,-0.0200000
4 UMa b,1,Published Confirmed,269.30000000,1.96000000,-1.96000000,0,0.870000,0.040000,-0.040000,0,,,,,,,,,,,,,,,,,Msini,,,,,0.432000,0.024000,-0.024000,0,,,,,,,,,,,,,,,,,4415.00,70.00,-70.00,0,18.11,1.47,-1.47,0,1.23,0.15,-0.15,0,-0.250,0.040,-0.040,0,,,,,1.80,0.15,-0.15,0,4.604,2.000,-2.000,0,,,,,73.4603000,1.1860500,-1.1860500,2.6190000,0.2900000,-0.2900000
42 Dra b,1,Published Confirmed,479.10000000,6.20000000,-6.20000000,0,1.190000,0.010000,-0.010000,0,,,,,,,,,,,,,,,,,Msini,,,,,0.380000,0.060000,-0.060000,0,,,,,,,,,,,,,,,,,4200.00,70.00,-70.00,0,22.03,1.00,-1.00,0,0.98,0.05,-0.05,0,-0.460,0.050,-0.050,0,,,,,1.71,0.05,-0.05,0,9.490,1.760,-1.760,0,,,,,90.6545000,1.3227000,-1.3227000,2.9490000,0.2340000,-0.2340000
47 UMa b,1,Published Confirmed,1078.00000000,2.00000000,-2.00000000,0,2.100000,0.020000,-0.020000,0,,,,,,,,,,,,,,,,,Msini,,,,,0.032000,0.014000,-0.014000,0,,,,,,,,,,,,,,,,,5872.00,92.94,-113.53,0,1.21,0.04,-0.06,0,1.06,0.13,-0.14,0,0.040,0.100,-0.100,0,0.198,0.012,-0.011,0,4.30,0.07,-0.07,0,,,,,,,,,13.7967000,0.0289000,-0.0289000,3.9600000,0.2960000,-0.2960000
47 UMa c,1,Published Confirmed,2391.00000000,100.00000000,-87.00000000,0,3.600000,0.100000,-0.100000,0,,,,,,,,,,,,,,,,,Msini,,,,,0.098000,0.047000,-0.096000,0,,,,,,,,,,,,,,,,,5872.00,92.94,-113.53,0,1.21,0.04,-0.06,0,1.06,0.13,-0.14,0,0.040,0.100,-0.100,0,0.198,0.012,-0.011,0,4.30,0.07,-0.07,0,,,,,,,,,13.7967000,0.0289000,-0.0289000,3.9600000,0.2960000,-0.2960000
47 UMa d,1,Published Confirmed,14002.00000000,4018.00000000,-5095.00000000,0,11.600000,2.100000,-2.900000,0,,,,,,,,,,,,,,,,,Msini,,,,,0.160000,0.090000,-0.160000,0,,,,,,,,,,,,,,,,,5872.00,92.94,-113.53,0,1.21,0.04,-0.06,0,1.06,0.13,-0.14,0,0.040,0.100,-0.100,0,0.198,0.012,-0.011,0,4.30,0.07,-0.07,0,,,,,,,,,13.7967000,0.0289000,-0.0289000,3.9600000,0.2960000,-0.2960000
51 Eri b,1,Published Confirmed,,,,,13.200000,0.200000,-0.200000,0,,,,,,,,,635.66000,,,0,2.00000,,,0,Mass,,,,,,,,,,,,,700,,,0,,,,,,,,,,,,,,,,,1.75,0.05,-0.05,0,-0.027,0.045,-0.045,0,0.850,0.060,-0.060,0,,,,,0.020,0.006,-0.006,0,,,,,29.7575000,0.1213000,-0.1203000,4.7440000,0.0370000,-0.0370000
51 Peg b,1,Published Confirmed,4.23078500,0.00003600,-0.00003600,0,0.052700,0.003000,-0.003000,0,,,,,,,,,,,,,,,,,Msini,,,,,0.013000,0.012000,-0.012000,0,,,,,,,,,,,,,,,,,5758.00,101.62,-119.62,0,1.18,0.07,-0.04,0,1.03,0.17,-0.09,0,0.180,0.100,-0.100,0,0.136,0.007,-0.015,0,4.31,0.08,-0.06,0,,,,,,,,,15.4614000,0.0297000,-0.0297000,4.6550000,0.2960000,-0.2960000
55 Cnc b,1,Published Confirmed,14.65160000,0.00010000,-0.00010000,0,0.113400,0.000600,-0.000600,0,,,,,,,,,,,,,,,,,Msini,,,,,0.000000,0.010000,-0.010000,0,,,,,,,,,,,,,,,,,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,0.91,0.01,-0.01,0,0.350,0.100,-0.100,0,,,,,4.43,0.02,-0.02,0,,,,,38.80,0.05,-0.05,0,12.5855000,0.0124000,-0.0123000,4.7680000,0.2440000,-0.2440000
55 Cnc c,1,Published Confirmed,44.39890000,0.00420000,-0.00430000,0,0.237300,0.001300,-0.001300,0,,,,,,,,,,,,,,,,,Msini,,,,,0.030000,0.020000,-0.020000,0,,,,,,,,,,,,,,,,,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,0.91,0.01,-0.01,0,0.350,0.100,-0.100,0,,,,,4.43,0.02,-0.02,0,,,,,38.80,0.05,-0.05,0,12.5855000,0.0124000,-0.0123000,4.7680000,0.2440000,-0.2440000
55 Cnc d,1,Published Confirmed,5574.20000000,93.80000000,-88.60000000,0,5.957000,0.074000,-0.071000,0,,,,,,,,,,,,,,,,,Msini,,,,,0.130000,0.020000,-0.020000,0,,,,,,,,,,,,,,,,,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,0.91,0.01,-0.01,0,0.350,0.100,-0.100,0,,,,,4.43,0.02,-0.02,0,,,,,38.80,0.05,-0.05,0,12.5855000,0.0124000,-0.0123000,4.7680000,0.2440000,-0.2440000
55 Cnc e,1,Published Confirmed,0.73654740,0.00000130,-0.00000140,0,0.015440,0.000050,-0.000050,0,1.875,0.029,-0.029,0,0.167,0.003,-0.003,0,7.99000,0.32000,-0.33000,0,0.02514,0.00101,-0.00104,0,Mass,6.66000,0.43000,-0.40000,0,0.050000,0.030000,-0.030000,0,,,,,,,,,83.590,0.470,-0.440,0,0.3900,0.0300,-0.0300,0,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,0.91,0.01,-0.01,0,0.350,0.100,-0.100,0,,,,,4.43,0.02,-0.02,0,,,,,38.80,0.05,-0.05,0,12.5855000,0.0124000,-0.0123000,4.7680000,0.2440000,-0.2440000
55 Cnc f,1,Published Confirmed,259.88000000,0.29000000,-0.29000000,0,0.770800,0.004300,-0.004400,0,,,,,,,,,,,,,,,,,Msini,,,,,0.080000,0.050000,-0.040000,0,,,,,,,,,,,,,,,,,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,0.91,0.01,-0.01,0,0.350,0.100,-0.100,0,,,,,4.43,0.02,-0.02,0,,,,,38.80,0.05,-0.05,0,12.5855000,0.0124000,-0.0123000,4.7680000,0.2440000,-0.2440000
6 Lyn b,1,Published Confirmed,934.30000000,8.60000000,-8.60000000,0,2.110000,0.110000,-0.110000,0,,,,,,,,,,,,,,,,,Msini,,,,,0.073000,0.036000,-0.036000,0,,,,,,,,,,,,,,,,,4938.00,,,0,5.20,,,0,1.44,,,0,,,,,,,,,3.19,,,0,,,,,,,,,54.6599000,0.2734000,-0.2734000,4.2720000,0.2540000,-0.2540000
61 Vir b,1,Published Confirmed,4.21500000,0.00060000,-0.00060000,0,0.050201,0.000005,-0.000005,0,,,,,,,,,,,,,,,,,Msini,,,,,0.120000,0.110000,-0.110000,0,,,,,,,,,,,,,,,,,5577.00,33.00,-33.00,0,0.96,0.01,-0.01,0,0.94,0.03,-0.03,0,-0.010,,,0,-0.095,0.003,-0.003,0,4.34,0.03,-0.03,0,8.960,2.760,-3.080,0,,,,,8.5033200,0.0173700,-0.0173000,3.3340000,0.2000000,-0.2000000
61 Vir c,1,Published Confirmed,38.02100000,0.03400000,-0.03400000,0,0.217500,0.000100,-0.000100,0,,,,,,,,,,,,,,,,,Msini,,,,,0.140000,0.060000,-0.060000,0,,,,,,,,,,,,,,,,,5577.00,33.00,-33.00,0,0.96,0.01,-0.01,0,0.94,0.03,-0.03,0,-0.010,,,0,-0.095,0.003,-0.003,0,4.34,0.03,-0.03,0,8.960,2.760,-3.080,0,,,,,8.5033200,0.0173700,-0.0173000,3.3340000,0.2000000,-0.2000000
61 Vir d,1,Published Confirmed,123.01000000,0.55000000,-0.55000000,0,0.476000,0.001000,-0.001000,0,,,,,,,,,,,,,,,,,Msini,,,,,0.350000,0.090000,-0.090000,0,,,,,,,,,,,,,,,,,5577.00,33.00,-33.00,0,0.96,0.01,-0.01,0,0.94,0.03,-0.03,0,-0.010,,,0,-0.095,0.003,-0.003,0,4.34,0.03,-0.03,0,8.960,2.760,-3.080,0,,,,,8.5033200,0.0173700,-0.0173000,3.3340000,0.2000000,-0.2000000
7 CMa b,1,Published Confirmed,735.10000000,14.80000000,-1.00000000,0,1.758000,0.024000,-0.001000,0,,,,,,,,,,,,,,,,,Msin(i)/sin(i),,,,,0.060000,0.030000,-0.030000,0,,,,,,,,,90.000,,,0,,,,,4826.00,45.00,-55.00,0,4.87,0.17,-0.14,0,1.34,0.11,-0.12,0,0.210,0.100,-0.100,0,1.063,0.012,-0.008,0,3.19,0.06,-0.07,0,4.300,0.900,-1.300,0,,,,,19.8101000,0.1648000,-0.1648000,2.1730000,0.2440000,-0.2440000
7 CMa c,1,Published Confirmed,996.00000000,1.50000000,-52.40000000,0,2.153000,0.003000,-0.080000,0,,,,,,,,,,,,,,,,,Msin(i)/sin(i),,,,,0.080000,0.050000,-0.040000,0,,,,,,,,,90.000,,,0,,,,,4826.00,45.00,-55.00,0,4.87,0.17,-0.14,0,1.34,0.11,-0.12,0,0.210,0.100,-0.100,0,1.063,0.012,-0.008,0,3.19,0.06,-0.07,0,4.300,0.900,-1.300,0,,,,,19.8101000,0.1648000,-0.1648000,2.1730000,0.2440000,-0.2440000
70 Vir b,1,Published Confirmed,116.68800000,0.00540000,-0.00540000,0,0.481000,0.022000,-0.022000,0,,,,,,,,,,,,,,,,,Msini,,,,,0.398800,0.001900,-0.001900,0,,,,,,,,,,,,,,,,,5495.00,,,0,1.89,,,0,1.09,,,0,,,,,,,,,3.95,,,0,,,,,,,,,17.9011000,0.0560000,-0.0557000,3.7980000,0.2860000,-0.2860000
75 Cet b,1,Published Confirmed,691.90000000,3.60000000,-3.60000000,0,2.100000,,,0,,,,,,,,,,,,,,,,,Msini,,,,,0.117000,0.048000,-0.048000,0,,,,,,,,,,,,,,,,,4846.00,18.00,-18.00,0,10.50,1.00,-1.00,0,2.49,0.02,-0.27,0,0.000,0.040,-0.040,0,1.730,,,0,2.63,0.05,-0.05,0,,,,,,,,,82.9613000,0.7236500,-0.7236500,3.9310000,0.2620000,-0.2620000
8 UMi b,1,Published Confirmed,93.40000000,4.50000000,-4.50000000,0,0.490000,0.020000,-0.020000,0,,,,,,,,,,,,,,,,,Msini,,,,,0.060000,0.090000,-0.090000,0,,,,,,,,,,,,,,,,,4847.00,7.00,-7.00,0,10.30,0.57,-0.57,0,1.44,0.19,-0.19,0,-0.030,,,0,,,,,2.57,0.03,-0.03,0,,,,,,,,,162.5520000,0.6510000,-0.6460000,5.0690000,0.0270000,-0.0270000
81 Cet b,1,Published Confirmed,952.70000000,8.80000000,-8.80000000,0,2.500000,,,0,,,,,,,,,,,,,,,,,Msini,,,,,0.206000,0.029000,-0.029000,0,,,,,,,,,,,,,,,,,4785.00,25.00,-25.00,0,11.00,2.00,-1.00,0,2.40,0.10,-0.40,0,-0.060,0.030,-0.030,0,1.778,,,0,2.35,0.08,-0.08,0,,,,,,,,,101.2600000,1.2220000,-1.2220000,3.9400000,0.2660000,-0.2660000
91 Aqr b,1,Published Confirmed,181.40000000,0.10000000,-0.10000000,0,0.700000,,,0,,,,,,,,,,,,,,,,,Msini,,,,,0.027000,0.026000,-0.026000,0,,,,,,,,,,,,,,,,,4665.00,18.00,-18.00,0,11.00,0.10,-0.10,0,1.40,0.10,-0.10,0,-0.030,0.100,-0.100,0,,,,,2.52,0.05,-0.05,0,3.560,0.630,-0.630,0,,,,,44.0304000,0.5132500,-0.5132500,2.2630000,0.2460000,-0.2460000
AB Aur b,1,Published Confirmed,,,,,93.900000,49.300000,-49.300000,0,,,,,,,,,2860.45566,,,0,9.00000,,,0,Mass,,,,,0.400000,0.200000,-0.210000,0,,,,,,,,,42.600,15.600,-15.500,0,,,,,9770.00,100.00,-100.00,0,,,,,2.40,0.20,-0.20,0,,,,,1.771,0.035,-0.038,0,,,,,0.003,0.002,-0.002,0,,,,,162.1270000,1.5260000,-1.4980000,5.9360000,0.0180000,-0.0180000
AB Pic b,1,Published Confirmed,,,,,260.000000,,,0,,,,,,,,,4290.50000,158.90000,-158.90000,0,13.50000,0.50000,-0.50000,0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030,,,0,,,,,50.0475000,0.0735000,-0.0733000,7.5760000,0.0240000,-0.0240000
AF Lep b,1,Published Confirmed,8030.00000000,1800.00000000,-1800.00000000,0,8.400000,1.100000,-1.300000,0,,,,,,,,,1017.05090,222.47988,-190.69704,0,3.20000,0.70000,-0.60000,0,Mass,,,,,0.240000,0.270000,-0.150000,0,,,,,,,,,50.000,9.000,-12.000,0,,,,,6130.00,60.00,-60.00,0,1.25,0.06,-0.06,0,1.20,0.06,-0.06,0,0.190,0.020,-0.020,0,,,,,,,,,0.024,0.003,-0.003,0,1.01,0.01,-0.01,0,26.8564000,0.0189000,-0.0188000,5.2680000,0.0270000,-0.0270000
AU Mic b,1,Published Confirmed,8.46299910,,,0,0.064500,0.001300,-0.001300,0,,,,,,,,,20.12000,1.57000,-1.72000,0,0.06330,0.00494,-0.00541,0,Mass,1.32000,0.19000,-0.20000,0,0.186000,0.036000,-0.035000,0,,,,,,,,,,,,,,,,,,,,,,,,,0.50,0.03,-0.03,0,,,,,,,,,,,,,,,,,,,,,9.7221000,0.0046250,-0.0046250,5.4360000,0.0170000,-0.0170000
AU Mic c,1,Published Confirmed,18.85899100,,,0,0.110100,0.002000,-0.002000,0,,,,,,,,,9.60000,2.07000,-2.31000,0,0.03020,0.00651,-0.00727,0,Mass,1.22000,0.26000,-0.29000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,0.03,-0.03,0,,,,,,,,,,,,,,,,,,,,,9.7221000,0.0046250,-0.0046250,5.4360000,0.0170000,-0.0170000
BD+03 2562 b,1,Published Confirmed,481.90000000,2.70000000,-2.80000000,0,1.300000,0.100000,-0.100000,0,,,,,,,,,,,,,,,,,Msini,,,,,0.200000,0.120000,-0.080000,0,,,,,,,,,,,,,,,,,4095.00,20.00,-20.00,0,32.35,8.82,-8.82,0,1.14,0.25,-0.25,0,-0.710,0.090,-0.090,0,2.700,0.140,-0.140,0,1.89,0.10,-0.10,0,5.200,4.750,-2.750,0,,,,,1070.6300000,63.8750000,-63.8750000,6.9600000,0.0210000,-0.0210000
BD+14 4559 b,1,Published Confirmed,268.94000000,0.99000000,-0.99000000,0,0.780000,0.050000,-0.050000,0,,,,,,,,,,,,,,,,,Msini,,,,,0.290000,0.030000,-0.030000,0,,,,,,,,,,,,,,,,,4864.00,101.00,-101.00,0,0.86,0.04,-0.04,0,0.49,0.33,-0.33,0,0.170,,,0,,,,,4.26,0.29,-0.29,0,,,,,,,,,49.3520000,0.0846000,-0.0844000,7.8820000,0.0290000,-0.0290000
BD+15 2375 b,1,Published Confirmed,153.22000000,0.44000000,-0.44000000,0,0.576000,0.027000,-0.027000,0,,,,,,,,,,,,,,,,,Msini,,,,,0.001000,0.250000,-0.001000,0,,,,,,,,,,,,,,,,,4649.00,30.00,-30.00,0,8.95,1.45,-1.45,0,1.08,0.14,-0.14,0,-0.220,0.080,-0.080,0,1.570,0.100,-0.100,0,2.61,0.12,-0.12,0,7.410,3.810,-2.520,0,,,,,768.0450000,45.0380000,-45.0380000,8.3720000,0.0210000,-0.0210000
BD+15 2940 b,1,Published Confirmed,137.48000000,0.34000000,-0.34000000,0,0.539000,,,0,,,,,,,,,,,,,,,,,Msini,,,,,0.260000,0.100000,-0.100000,0,,,,,,,,,,,,,,,,,4796.00,117.00,-117.00,0,14.70,2.80,-2.80,0,1.10,0.20,-0.20,0,0.280,0.070,-0.070,0,2.010,0.750,-0.750,0,2.80,0.45,-0.45,0,7.100,4.200,-4.200,0,,,,,426.4200000,6.4400000,-6.4400000,7.1540000,0.0200000,-0.0200000
BD+20 2457 b,1,Published Confirmed,379.63000000,2.01000000,-2.01000000,0,1.450000,,,0,,,,,,,,,,,,,,,,,Msini,,,,,0.150000,0.030000,-0.030000,0,,,,,,,,,,,,,,,,,4137.00,10.00,-10.00,0,49.00,26.00,-26.00,0,2.80,1.50,-1.50,0,-1.000,0.070,-0.070,0,3.170,,,0,1.51,0.05,-0.05,0,,,,,,,,,1539.7100000,189.9250000,-189.9250000,7.2990000,0.0230000,-0.0230000
BD+20 2457 c,1,Published Confirmed,621.99000000,10.20000000,-10.20000000,0,2.010000,,,0,,,,,,,,,,,,,,,,,Msini,,,,,0.180000,0.060000,-0.060000,0,,,,,,,,,,,,,,,,,4137.00,10.00,-10.00,0,49.00,26.00,-26.00,0,2.80,1.50,-1.50,0,-1.000,0.070,-0.070,0,3.170,,,0,1.51,0.05,-0.05,0,,,,,,,,,1539.7100000,189.9250000,-189.9250000,7.2990000,0.0230000,-0.0230000
BD+20 274 b,1,Published Confirmed,578.20000000,5.40000000,-5.40000000,0,1.300000,,,0,,,,,,,,,,,,,,,,,Msini,,,,,0.210000,0.060000,-0.060000,0,,,,,,,,,,,,,,,,,4296.00,10.00,-10.00,0,17.30,0.90,-0.90,0,0.80,0.20,-0.20,0,-0.460,0.070,-0.070,0,1.960,0.180,-0.180,0,1.99,0.05,-0.05,0,,,,,,,,,1322.5100000,80.5350000,-80.5350000,7.0030000,0.0190000,-0.0190000
BD+20 594 b,1,Published Confirmed,41.68550000,0.00300000,-0.00300000,0,,,,,2.578,0.112,-0.112,0,0.230,0.010,-0.010,0,22.24810,9.53490,-9.53490,0,0.07000,0.03000,-0.03000,0,Mass,,,,,0.000000,,,0,,,,,,,,,89.550,0.160,-0.160,0,,,,,5766.00,99.00,-99.00,0,1.08,0.06,-0.06,0,1.67,0.40,-0.40,0,-0.150,,,0,,,,,4.50,0.08,-0.08,0,,,,,,,,,179.4610000,1.2570000,-1.2400000,9.7700010,0.0220000,-0.0220000
BD+45 564 b,1,Published Confirmed,307.88000000,1.47000000,-1.47000000,0,0.830000,0.040000,-0.040000,0,,,,,,,,,,,,,,,,,Msini,,,,,0.120000,0.060000,-0.060000,0,,,,,,,,,2.579,,,-1,,,,,5004.00,50.00,-50.00,0,,,,,0.81,0.07,-0.07,0,-0.090,0.030,-0.030,0,,,,,4.22,0.13,-0.13,0,,,,,,,,,53.6220000,0.1919000,-0.1905000,8.0630000,0.0230000,-0.0230000
BD+48 738 b,1,Published Confirmed,392.60000000,5.50000000,-5.50000000,0,1.000000,,,0,,,,,,,,,,,,,,,,,Msini,,,,,0.200000,0.100000,-0.100000,0,,,,,,,,,,,,,,,,,4414.00,15.00,-15.00,0,11.00,1.00,-1.00,0,0.74,0.39,-0.39,0,-0.200,0.070,-0.070,0,1.690,0.330,-0.330,0,2.24,0.06,-0.06,0,,,,,,,,,871.4930000,43.8490000,-43.8490000,6.7040000,0.0210000,-0.0210000
BD+48 740 b,1,Published Confirmed,733.00000000,5.00000000,-8.00000000,0,1.700000,0.100000,-0.100000,0,,,,,,,,,,,,,,,,,Msini,,,,,0.760000,0.050000,-0.090000,0,,,,,,,,,,,,,,,,,4534.00,8.00,-8.00,0,10.33,1.81,-1.81,0,1.09,0.16,-0.16,0,-0.130,0.060,-0.060,0,1.640,0.120,-0.120,0,2.48,0.04,-0.04,0,,,,,746.00,2477.00,-2477.00,0,666.5890000,21.5335000,-21.5335000,6.3850000,0.0180000,-0.0180000
BD+49 828 b,1,Published Confirmed,2590.00000000,300.00000000,-180.00000000,0,4.200000,0.320000,-0.200000,0,,,,,,,,,,,,,,,,,Msini,,,,,0.350000,0.240000,-0.100000,0,,,,,,,,,,,,,,,,,4943.00,30.00,-30.00,0,7.60,1.30,-1.30,0,1.52,0.22,-0.22,0,-0.190,0.060,-0.060,0,1.470,0.130,-0.130,0,2.85,0.09,-0.09,0,2.340,1.200,-0.800,0,,,,,442.0420000,7.6540000,-7.6540000,7.2460000,0.0190000,-0.0190000
BD+55 362 b,1,Published Confirmed,265.59000000,1.04000000,-1.04000000,0,0.780000,0.050000,-0.050000,0,,,,,,,,,,,,,,,,,Msini,,,,,0.270000,0.060000,-0.060000,0,,,,,,,,,0.601,,,-1,,,,,5012.00,78.00,-78.00,0,,,,,0.91,0.10,-0.10,0,0.180,0.050,-0.050,0,,,,,4.09,0.16,-0.16,0,,,,,,,,,52.5697000,0.0974000,-0.0971000,7.8260000,0.0190000,-0.0190000
BD+60 1417 b,1,Published Confirmed,,,,,1662.000000,,,0,14.684,0.673,-0.673,0,1.310,0.060,-0.060,0,4767.42610,1589.14204,-1589.14204,0,15.00000,5.00000,-5.00000,0,Mass,,,,,,,,,,,,,1303,74,-74,0,,,,,,,,,4993.00,124.00,-124.00,0,0.80,0.05,-0.05,0,1.00,,,0,,,,,0.356,0.010,-0.010,0,4.55,,,0,0.100,0.050,-0.050,0,7.50,0.86,-0.86,0,44.9543000,0.0593000,-0.0592000,7.8230000,0.0200000,-0.0200000
BD+63 1405 b,1,Published Confirmed,1198.48000000,60.79000000,-60.79000000,0,2.060000,0.140000,-0.140000,0,,,,,,,,,,,,,,,,,Msini,,,,,0.880000,0.020000,-0.020000,0,,,,,,,,,5.974,,,-1,,,,,5000.00,53.00,-53.00,0,,,,,0.82,0.08,-0.08,0,-0.090,0.030,-0.030,0,,,,,4.20,0.17,-0.17,0,,,,,,,,,38.0473000,0.0329000,-0.0329000,7.3030000,0.0200000,-0.0200000
BD-00 4475 b,1,Published Confirmed,723.20000000,0.74000000,-0.74000000,0,1.480000,0.110000,-0.110000,0,,,,,,,,,,,,,,,,,Msini,,,,,0.390000,0.010000,-0.010000,0,,,,,,,,,13.310,,,-1,,,,,5040.00,112.00,-112.00,0,,,,,0.81,0.10,-0.10,0,-0.140,0.060,-0.060,0,,,,,4.25,0.22,-0.22,0,,,,,,,,,42.6402000,0.1816000,-0.1801000,7.4830000,0.0230000,-0.0230000
