pl_name,default_flag,soltype,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,sy_dist,sy_disterr1,sy_disterr2,sy_jmag,sy_jmagerr1,sy_jmagerr2
V1298 Tau d,1,Published Confirmed,12.40320000,0.00150000,-0.00150000,0,0.108300,0.001700,-0.001700,0,6.410,0.450,-0.400,0,0.572,0.040,-0.035,0,,,,,,,,,,,,,,0.210000,,,1,85.00,11.00,-11.00,0,845,27,-27,0,89.040,0.650,-0.730,0,0.2900,0.2700,-0.2000,0,,,,,1.34,0.06,-0.05,0,1.10,0.05,-0.05,0,,,,,,,,,,,,,0.023,0.004,-0.004,0,2.87,0.02,-0.02,0,108.1990000,0.7040000,-0.6960000,8.6870000,0.0230000,-0.0230000
V1298 Tau e,1,Published Confirmed,60.00000000,60.00000000,-18.00000000,0,0.308000,0.182000,-0.066000,0,8.740,0.840,-0.720,0,0.780,0.075,-0.064,0,,,,,,,,,,,,,,0.570000,,,1,10.00,6.00,-6.00,0,492,66,-104,0,89.400,0.260,-0.180,0,0.5200,0.1700,-0.2900,0,,,,,1.34,0.06,-0.05,0,1.10,0.05,-0.05,0,,,,,,,,,,,,,0.023,0.004,-0.004,0,2.87,0.02,-0.02,0,108.1990000,0.7040000,-0.6960000,8.6870000,0.0230000,-0.0230000
V830 Tau b,1,Published Confirmed,4.92700000,0.00800000,-0.00800000,0,0.057000,0.001000,-0.001000,0,,,,,,,,,222.48100,38.13960,-38.13960,0,0.70000,0.12000,-0.12000,0,Mass,,,,,,,,,,,,,,,,,55.000,10.000,-10.000,0,,,,,4250.00,50.00,-50.00,0,2.00,0.20,-0.20,0,1.00,0.05,-0.05,0,,,,,,,,,,,,,0.002,,,0,2.74,,,0,130.1110000,0.6975000,-0.6975000,9.3250000,0.0210000,-0.0210000
VHS J125601.92-125723.9 b,1,Published Confirmed,5800000.00000000,3000000.00000000,-4000000.00000000,0,350.000000,110.000000,-150.000000,0,13.675,,,0,1.220,,,0,5085.25451,317.82841,-317.82841,0,16.00000,1.00000,-1.00000,0,Mass,,,,,0.680000,0.110000,-0.100000,0,,,,,1194,9,-9,0,24.000,10.000,-15.000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.140,,,0,,,,,,,,11.0180000,0.0230000,-0.0230000
WASP-1 b,1,Published Confirmed,2.51994540,0.00000050,-0.00000050,0,0.038890,0.000530,-0.000730,0,16.623,0.269,-0.381,0,1.483,0.024,-0.034,0,271.41500,18.11600,-16.52600,0,0.85400,0.05700,-0.05200,0,Mass,0.34800,0.02900,-0.03200,0,0.000000,,,0,,,,,,,,,90.000,1.300,-1.300,0,0.0000,0.1200,-0.1200,0,,,,,1.47,0.02,-0.03,0,1.24,0.05,-0.07,0,,,,,0.441,0.039,-0.040,0,,,,,3.400,1.200,-0.600,0,,,,,393.0720000,10.8020000,-10.2490000,10.5860000,0.0190000,-0.0190000
WASP-10 b,1,Published Confirmed,3.09276160,0.00001120,-0.00001120,0,0.037810,0.000670,-0.000470,0,12.106,0.224,-0.224,0,1.080,0.020,-0.020,0,1001.12000,41.32000,-34.96000,0,3.15000,0.13000,-0.11000,0,Mass,4.14000,0.27000,-0.27000,0,,,,,,,,,1370,50,-50,0,88.490,0.220,-0.170,0,0.2990,0.0290,-0.0430,0,4675.00,100.00,,0,0.70,0.01,,0,0.75,0.04,,0,,,,,,,,,,,,,,,,,,,,,140.9980000,0.7500000,-0.7420000,10.6030000,0.0260000,-0.0260000
WASP-100 b,1,Published Confirmed,2.84938000,0.00000800,-0.00000800,0,,,,,14.908,1.569,-1.569,0,1.330,0.140,-0.140,0,400.46580,143.02350,-143.02350,0,1.26000,0.45000,-0.45000,0,Mass,,,,,0.000000,,,0,,,,,,,,,82.600,2.150,-2.150,0,,,,,6900.00,120.00,-120.00,0,1.57,0.16,-0.16,0,0.77,0.42,-0.42,0,-0.030,,,0,,,,,4.35,0.17,-0.17,0,,,,,,,,,364.4110000,2.7490000,-2.7090000,9.9280010,0.0270000,-0.0270000
WASP-101 b,1,Published Confirmed,3.58572000,0.00000400,-0.00000400,0,,,,,16.029,1.009,-1.009,0,1.430,0.090,-0.090,0,162.09330,25.42640,-25.42640,0,0.51000,0.08000,-0.08000,0,Mass,,,,,0.000000,,,0,,,,,,,,,85.000,0.200,-0.200,0,,,,,6380.00,120.00,-120.00,0,1.31,0.08,-0.08,0,1.41,0.30,-0.30,0,0.200,,,0,,,,,4.31,0.08,-0.08,0,,,,,,,,,201.2240000,1.1520000,-1.1390000,9.3340000,0.0240000,-0.0240000
WASP-103 b,1,Published Confirmed,0.92554200,0.00001900,-0.00001900,0,0.019850,0.000210,-0.000210,0,17.127,0.818,-0.527,0,1.528,0.073,-0.047,0,473.54700,27.96800,-27.96800,0,1.49000,0.08800,-0.08800,0,Mass,0.55000,0.06100,-0.07000,0,,,,,,,,,2508,75,-70,0,86.300,2.700,-2.700,0,0.1900,0.1300,-0.1300,0,6110.00,160.00,-160.00,0,1.44,0.05,-0.03,0,1.22,0.04,-0.04,0,0.060,0.130,-0.130,0,0.413,0.061,-0.057,0,4.22,0.12,-0.05,0,4.000,1.000,-1.000,0,,,,,375.6470000,,,11.1000000,0.0260000,-0.0260000
WASP-104 b,1,Published Confirmed,1.75541370,0.00000180,-0.00000360,0,0.029180,0.000450,-0.000450,0,12.745,0.415,-0.415,0,1.137,0.037,-0.037,0,404.26300,14.93700,-14.93700,0,1.27200,0.04700,-0.04700,0,Mass,1.07400,0.08800,-0.08800,0,0.000000,,,0,,,,,1516,39,-39,0,83.630,0.250,-0.250,0,0.7240,0.0140,-0.0140,0,5475.00,127.00,-127.00,0,0.96,0.03,-0.03,0,1.08,0.05,-0.05,0,0.320,0.090,-0.090,0,,,,,4.50,0.02,-0.02,0,3.000,2.000,-2.000,0,,,,,185.9320000,1.4800000,-1.4580000,10.3600000,0.0240000,-0.0240000
WASP-105 b,1,Published Confirmed,7.87288000,0.00001000,-0.00001000,0,0.075000,0.003000,-0.003000,0,10.761,0.336,-0.336,0,0.960,0.030,-0.030,0,572.09400,31.78300,-31.78300,0,1.80000,0.10000,-0.10000,0,Mass,2.65000,0.13000,-0.13000,0,0.000000,,,0,,,,,900,20,-20,0,89.700,0.200,-0.200,0,0.1000,0.0800,-0.0800,0,5070.00,130.00,-130.00,0,0.90,0.03,-0.03,0,0.89,0.09,-0.09,0,0.280,0.160,-0.160,0,,,,,4.20,0.20,-0.20,0,,,,,,,,,169.2720000,,,10.4560000,0.0220000,-0.0220000
WASP-106 b,1,Published Confirmed,9.28971000,0.00001000,-0.00001000,0,,,,,11.433,3.363,-3.363,0,1.020,0.300,-0.300,0,514.88460,298.76020,-298.76020,0,1.62000,0.94000,-0.94000,0,Mass,,,,,0.000000,,,0,,,,,,,,,89.490,0.500,-0.500,0,,,,,6055.00,136.00,-136.00,0,1.31,0.38,-0.38,0,0.93,0.80,-0.80,0,-0.090,,,0,,,,,4.23,0.02,-0.02,0,,,,,,,,,352.1810000,6.3930000,-6.1720000,10.4720000,0.0240000,-0.0240000
WASP-107 b,1,Published Confirmed,5.72147420,,,0,,,,,,,,,,,,,30.50000,1.70000,-1.70000,0,0.09600,0.00500,-0.00500,0,Mass,0.13400,0.01500,-0.01300,0,0.060000,0.040000,-0.040000,0,,,,,,,,,,,,,,,,,4425.00,70.00,-70.00,0,0.67,0.02,-0.02,0,0.68,0.02,-0.02,0,0.020,0.090,-0.090,0,-0.879,0.010,-0.010,0,4.63,0.01,-0.01,0,3.400,0.700,-0.700,0,17.00,1.00,-1.00,0,64.7414000,0.2617000,-0.2596000,9.3780000,0.0210000,-0.0210000
WASP-107 c,1,Published Confirmed,1088.00000000,15.00000000,-16.00000000,0,,,,,,,,,,,,,,,,,,,,,Msini,,,,,0.280000,0.070000,-0.070000,0,,,,,,,,,,,,,,,,,4425.00,70.00,-70.00,0,0.67,0.02,-0.02,0,0.68,0.02,-0.02,0,0.020,0.090,-0.090,0,-0.879,0.010,-0.010,0,4.63,0.01,-0.01,0,3.400,0.700,-0.700,0,17.00,1.00,-1.00,0,64.7414000,0.2617000,-0.2596000,9.3780000,0.0210000,-0.0210000
WASP-11 b,1,Published Confirmed,3.72247000,0.00000700,-0.00000700,0,,,,,12.442,1.121,-1.121,0,1.110,0.100,-0.100,0,251.08570,54.03110,-54.03110,0,0.79000,0.17000,-0.17000,0,Mass,,,,,0.000000,,,0,,,,,,,,,89.800,0.500,-0.500,0,,,,,4800.00,100.00,-100.00,0,0.89,0.08,-0.08,0,1.42,0.43,-0.43,0,0.000,,,0,,,,,4.45,0.20,-0.20,0,,,,,,,,,124.7300000,2.1120000,-2.0440000,10.0150000,0.0200000,-0.0200000
WASP-110 b,1,Published Confirmed,3.77840121,0.00000082,-0.00000082,0,,,,,13.877,0.628,-0.628,0,1.238,0.056,-0.056,0,162.09249,20.34102,-20.34102,0,0.51000,0.06400,-0.06400,0,Mass,,,,,0.000000,,,0,,,,,,,,,88.160,0.370,-0.320,0,,,,,5400.00,140.00,-140.00,0,,,,,,,,,-0.060,0.100,-0.100,0,,,,,4.10,0.20,-0.20,0,,,,,,,,,274.9600000,3.0970000,-3.0300000,11.3260000,0.0290000,-0.0290000
WASP-113 b,1,Published Confirmed,4.54216875,0.00000420,-0.00000420,0,0.058850,0.000100,-0.000100,0,15.793,1.076,-1.569,0,1.409,0.096,-0.140,0,150.96925,17.16282,-16.52716,0,0.47500,0.05400,-0.05200,0,Mass,0.22800,0.07300,-0.04500,0,0.000000,,,0,,,,,1496,60,-60,0,86.460,1.200,-0.640,0,0.4860,0.0630,-0.1400,0,5890.00,140.00,-140.00,0,1.61,0.09,-0.12,0,1.32,0.07,-0.07,0,0.100,0.090,-0.090,0,,,,,4.20,0.10,-0.10,0,6.200,1.600,-3.800,0,10.56,1.80,-1.80,1,435.1560000,4.4330000,-4.3460000,10.6360000,0.0220000,-0.0220000
WASP-114 b,1,Published Confirmed,1.54877430,0.00000120,-0.00000091,0,0.028510,0.000390,-0.000390,0,15.009,0.717,-0.717,0,1.339,0.064,-0.064,0,562.24127,20.34112,-20.34112,0,1.76900,0.06400,-0.06400,0,Mass,0.97000,0.13000,-0.13000,0,0.012000,0.022000,-0.009000,0,,,,,2043,58,-58,0,83.960,0.900,-0.900,0,0.4570,0.0520,-0.0540,0,5940.00,140.00,-140.00,0,1.43,0.06,-0.06,0,1.29,0.05,-0.05,0,0.140,0.070,-0.070,0,,,,,4.30,0.10,-0.10,0,4.300,1.400,-1.300,0,9.96,1.73,-1.73,1,523.3370000,17.3420000,-16.2820000,11.4210000,0.0230000,-0.0230000
WASP-117 b,1,Published Confirmed,10.02165000,0.00055000,-0.00055000,0,,,,,11.882,0.785,-0.785,0,1.060,0.070,-0.070,0,95.34900,15.89150,-15.89150,0,0.30000,0.05000,-0.05000,0,Mass,,,,,0.300000,0.020000,-0.020000,0,,,,,,,,,89.140,0.300,-0.300,0,,,,,6040.00,90.00,-90.00,0,1.22,0.06,-0.06,0,1.29,0.30,-0.30,0,-0.110,,,0,,,,,4.28,0.16,-0.16,0,,,,,,,,,157.9630000,0.6360000,-0.6320000,9.1430000,0.0220000,-0.0220000
WASP-118 b,1,Published Confirmed,4.04604350,0.00000440,-0.00000440,0,0.054530,0.000480,-0.000480,0,16.141,0.404,-0.404,0,1.440,0.036,-0.036,0,163.36462,6.35660,-6.35660,0,0.51400,0.02000,-0.02000,0,Mass,0.23300,0.02400,-0.02400,0,0.000000,,,0,,,,,1729,36,-36,0,88.700,0.900,-0.900,0,0.1600,0.1000,-0.1000,0,6410.00,125.00,-125.00,0,1.70,0.03,-0.03,0,1.32,0.04,-0.04,0,0.160,0.100,-0.100,0,,,,,4.10,0.01,-0.01,0,1.170,5.720,-0.750,0,6.12,1.11,-1.11,0,376.6580000,11.1990000,-10.5800000,10.0870000,0.0260000,-0.0260000
WASP-119 b,1,Published Confirmed,2.49979000,0.00001000,-0.00001000,0,0.036300,0.000700,-0.000700,0,15.693,2.242,-2.242,0,1.400,0.200,-0.200,0,390.93090,25.42640,-25.42640,0,1.23000,0.08000,-0.08000,0,Mass,0.70000,0.30000,-0.30000,0,0.058000,,,1,,,,,1600,80,-80,0,85.000,2.000,-2.000,0,0.5000,0.1000,-0.2400,0,5650.00,100.00,-100.00,0,1.20,0.10,-0.10,0,1.02,0.06,-0.06,0,0.140,0.100,-0.100,0,,,,,4.26,0.08,-0.08,0,8.000,2.500,-2.500,0,,,,,302.4480000,2.0170000,-1.9910000,10.9240000,0.0230000,-0.0230000
WASP-12 b,1,Published Confirmed,1.09142000,0.00000014,-0.00000014,0,0.023200,0.000640,-0.000640,0,21.712,0.628,-0.628,0,1.937,0.056,-0.056,0,465.62095,25.10857,-25.10857,0,1.46500,0.07900,-0.07900,0,Mass,0.26700,0.02880,-0.02880,0,,,,,,,,,2593,57,-57,0,83.520,0.030,-0.030,0,0.3390,0.0017,-0.0017,0,6360.00,140.00,-140.00,0,1.66,0.05,-0.05,0,1.43,0.11,-0.11,0,,,,,,,,,,,,,,,,,,,,,427.2460000,6.0680000,-5.9030000,10.4770000,0.0210000,-0.0210000
WASP-120 b,1,Published Confirmed,3.61127060,0.00000430,-0.00000430,0,0.051400,0.000700,-0.000700,0,16.511,1.076,-1.076,0,1.473,0.096,-0.096,0,1541.47550,66.74430,-66.74430,0,4.85000,0.21000,-0.21000,0,Mass,2.00000,0.44000,-0.34000,0,0.057000,0.022000,-0.018000,0,,,,,1880,70,-70,0,82.540,0.780,-0.780,0,0.7800,0.0200,-0.0200,0,6450.00,120.00,-120.00,0,1.87,0.11,-0.11,0,1.39,0.06,-0.06,0,-0.050,0.070,-0.070,0,,,,,4.04,0.05,-0.05,0,2.600,0.500,-0.500,0,,,,,381.1740000,3.2300000,-3.1770000,10.1480000,0.0240000,-0.0240000
WASP-121 b,1,Published Confirmed,1.27492504,0.00000015,-0.00000014,0,0.025960,0.000430,-0.000630,0,19.649,0.404,-0.404,0,1.753,0.036,-0.036,0,367.72747,22.24799,-22.24799,0,1.15700,0.07000,-0.07000,0,Mass,0.26600,0.02400,-0.02200,0,0.000000,,,0,,,,,,,,,88.490,0.160,-0.160,0,0.1000,0.0100,-0.0100,0,,,,,1.46,0.03,-0.03,0,1.36,0.07,-0.08,0,,,,,,,,,,,,,,,,,1.13,,,1,269.8980000,1.5800000,-1.5620000,9.6250000,0.0210000,-0.0210000
WASP-123 b,1,Published Confirmed,2.97764120,0.00000230,-0.00000230,0,0.042630,0.000740,-0.000740,0,14.773,0.729,-0.729,0,1.318,0.065,-0.065,0,285.72917,11.44188,-11.44188,0,0.89900,0.03600,-0.03600,0,Mass,0.52100,0.07400,-0.07400,0,0.000000,,,0,,,,,1520,50,-50,0,85.740,0.550,-0.550,0,0.5300,0.0490,-0.0490,0,5740.00,130.00,-130.00,0,1.28,0.05,-0.05,0,1.17,0.06,-0.06,0,0.180,0.080,-0.080,0,,,,,4.29,0.03,-0.03,0,6.900,1.400,-1.400,0,,,,,197.9960000,3.0830000,-2.9930000,9.7990000,0.0220000,-0.0220000
WASP-124 b,1,Published Confirmed,3.37265000,0.00000100,-0.00000100,0,0.044900,0.000700,-0.000700,0,13.899,0.336,-0.336,0,1.240,0.030,-0.030,0,190.69800,22.24810,-22.24810,0,0.60000,0.07000,-0.07000,0,Mass,0.43000,0.05000,-0.05000,0,0.017000,,,1,,,,,1400,30,-30,0,86.300,0.200,-0.200,0,0.6100,0.0200,-0.0200,0,6050.00,100.00,-100.00,0,1.02,0.02,-0.02,0,1.07,0.05,-0.05,0,-0.020,0.110,-0.110,0,,,,,4.44,0.02,-0.02,0,2.100,1.400,-1.400,0,,,,,448.6370000,7.6320000,-7.3840000,11.6500000,0.0230000,-0.0230000
WASP-126 b,1,Published Confirmed,3.28883000,0.00003710,-0.00003710,0,,,,,,,,,,,,,90.30000,,,0,0.28411,,,0,Mass,,,,,,,,,,,,,,,,,89.510,0.435,-0.435,0,,,,,5800.00,,,0,1.27,,,0,1.12,,,0,,,,,,,,,,,,,,,,,,,,,216.5260000,0.9360000,-0.9280000,9.9620000,0.0210000,-0.0210000
WASP-126 c,1,Published Confirmed,7.63000000,0.17000000,-0.17000000,0,,,,,,,,,,,,,64.20000,24.60000,-24.60000,0,0.20199,0.07740,-0.07740,0,Mass,,,,,0.050000,,,1,,,,,,,,,85.500,,,1,,,,,5800.00,,,0,1.27,,,0,1.12,,,0,,,,,,,,,,,,,,,,,,,,,216.5260000,0.9360000,-0.9280000,9.9620000,0.0210000,-0.0210000
WASP-127 b,1,Published Confirmed,4.17806203,0.00000088,-0.00000053,0,0.048400,0.001360,-0.000950,0,14.695,0.280,-0.325,0,1.311,0.025,-0.029,0,52.34660,6.80156,-5.46668,0,0.16470,0.02140,-0.01720,0,Mass,0.09700,0.01300,-0.01200,0,0.000000,,,0,,,,,,,,,87.840,0.360,-0.330,0,0.2900,0.0400,-0.0400,0,,,,,1.33,0.03,-0.03,0,0.95,0.02,-0.02,0,,,,,,,,,,,,,,,,,,,,,159.5070000,1.2100000,-1.1910000,9.0920000,0.0290000,-0.0290000
WASP-129 b,1,Published Confirmed,5.74814500,0.00000400,-0.00000400,0,0.062800,0.000700,-0.000700,0,10.424,0.336,-0.336,0,0.930,0.030,-0.030,0,317.83000,31.78300,-31.78300,0,1.00000,0.10000,-0.10000,0,Mass,1.60000,0.30000,-0.30000,0,0.096000,,,1,,,,,1100,25,-25,0,87.700,0.200,-0.200,0,0.6200,0.0200,-0.0200,0,5900.00,100.00,-100.00,0,0.90,0.02,-0.02,0,1.00,0.03,-0.03,0,0.150,0.090,-0.090,0,,,,,4.53,0.02,-0.02,0,1.000,0.900,-0.900,0,,,,,301.4620000,3.3800000,-3.3070000,10.7250000,0.0230000,-0.0230000
WASP-13 b,1,Published Confirmed,4.35301000,0.00000300,-0.00000300,0,,,,,13.675,1.569,-1.569,0,1.220,0.140,-0.140,0,114.41880,28.60470,-28.60470,0,0.36000,0.09000,-0.09000,0,Mass,,,,,0.000000,,,0,,,,,,,,,85.430,0.290,-0.290,0,,,,,5950.00,70.00,-70.00,0,1.37,0.15,-0.15,0,0.72,0.25,-0.25,0,0.000,,,0,,,,,4.06,0.10,-0.10,0,,,,,,,,,227.5370000,3.1100000,-3.0280000,9.4420000,0.0210000,-0.0210000
WASP-130 b,1,Published Confirmed,11.55098000,0.00001000,-0.00001000,0,0.101200,0.001400,-0.001400,0,9.976,0.336,-0.336,0,0.890,0.030,-0.030,0,390.93090,12.71320,-12.71320,0,1.23000,0.04000,-0.04000,0,Mass,2.34000,0.24000,-0.24000,0,0.000000,,,0,,,,,833,18,-18,0,88.660,0.120,-0.120,0,0.5300,0.0300,-0.0300,0,5625.00,90.00,-90.00,0,0.96,0.03,-0.03,0,1.04,0.04,-0.04,0,0.260,0.100,-0.100,0,,,,,4.49,0.02,-0.02,0,2.000,,,-1,,,,,172.2560000,1.3900000,-1.3680000,9.8960000,0.0220000,-0.0220000
WASP-131 b,1,Published Confirmed,5.32202300,0.00000500,-0.00000500,0,0.060700,0.000900,-0.000900,0,13.675,0.560,-0.560,0,1.220,0.050,-0.050,0,85.81410,6.35660,-6.35660,0,0.27000,0.02000,-0.02000,0,Mass,0.20000,0.03000,-0.03000,0,0.000000,,,0,,,,,1460,30,-30,0,85.000,0.300,-0.300,0,0.7300,0.0200,-0.0200,0,6030.00,90.00,-90.00,0,1.53,0.05,-0.05,0,1.06,0.06,-0.06,0,-0.180,0.080,-0.080,0,,,,,4.09,0.03,-0.03,0,4.500,3.500,-3.500,0,,,,,200.0750000,2.6590000,-2.5910000,8.8950010,0.0270000,-0.0270000
WASP-132 b,1,Published Confirmed,7.13351400,0.00000400,-0.00000400,0,0.067000,0.001000,-0.001000,0,10.050,0.340,-0.340,0,0.897,0.030,-0.030,0,,,,,,,,,,,,,,0.070000,0.150000,-0.050000,0,,,,,,,,,89.510,0.140,-0.490,0,0.1600,0.1100,-0.1100,0,4714.00,87.00,-88.00,0,0.75,0.03,-0.03,0,0.78,0.03,-0.03,0,0.180,0.120,-0.120,0,-0.597,0.052,-0.051,0,4.58,0.03,-0.04,0,3.200,0.500,-0.500,0,33.00,,,0,122.9100000,0.5680000,-0.5620000,10.2570000,0.0260000,-0.0260000
WASP-132 c,1,Published Confirmed,1.01153400,0.00000500,-0.00000500,0,0.018200,0.000300,-0.000300,0,1.850,0.100,-0.100,0,0.165,0.009,-0.009,0,37.35000,,,1,0.11752,,,1,Mass,,,,,0.130000,0.200000,-0.090000,0,,,,,,,,,86.640,1.120,-3.520,0,0.2800,0.2400,-0.1900,0,4714.00,87.00,-88.00,0,0.75,0.03,-0.03,0,0.78,0.03,-0.03,0,0.180,0.120,-0.120,0,-0.597,0.052,-0.051,0,4.58,0.03,-0.04,0,3.200,0.500,-0.500,0,33.00,,,0,122.9100000,0.5680000,-0.5620000,10.2570000,0.0260000,-0.0260000
WASP-133 b,1,Published Confirmed,2.17642300,0.00000100,-0.00000100,0,0.034500,0.000700,-0.000700,0,13.563,0.560,-0.560,0,1.210,0.050,-0.050,0,368.68280,28.60470,-28.60470,0,1.16000,0.09000,-0.09000,0,Mass,0.88000,0.09000,-0.09000,0,0.170000,,,1,,,,,1790,40,-40,0,87.000,1.000,-1.000,0,0.2000,0.1000,-0.1000,0,5700.00,100.00,-100.00,0,1.44,0.05,-0.05,0,1.16,0.08,-0.08,0,0.290,0.120,-0.120,0,,,,,4.18,0.02,-0.02,0,6.800,1.800,-1.800,0,,,,,559.0840000,16.9670000,-16.0120000,11.5550000,0.0230000,-0.0230000
WASP-135 b,1,Published Confirmed,1.40137940,0.00000080,-0.00000080,0,0.024300,0.000500,-0.000500,0,14.572,1.009,-1.009,0,1.300,0.090,-0.090,0,603.87700,25.42640,-25.42640,0,1.90000,0.08000,-0.08000,0,Mass,1.16000,0.23000,-0.23000,0,0.000000,,,0,,,,,,,,,82.000,0.600,-0.600,0,0.8000,0.0300,-0.0300,0,5675.00,60.00,-60.00,0,0.96,0.05,-0.05,0,0.98,0.06,-0.06,0,0.020,0.130,-0.130,0,,,,,4.47,0.03,-0.03,0,0.600,1.400,-0.350,0,,,,,298.2140000,1.4200000,-1.4070000,11.5810000,0.0190000,-0.0190000
WASP-136 b,1,Published Confirmed,5.21535700,0.00000600,-0.00000600,0,0.066100,0.001200,-0.001200,0,15.468,1.793,-1.793,0,1.380,0.160,-0.160,0,479.92330,25.42640,-25.42640,0,1.51000,0.08000,-0.08000,0,Mass,0.77300,0.30600,-0.19700,0,,,,,,,,,1742,82,-82,0,84.700,1.600,-1.300,0,0.5900,0.0800,-0.1400,0,6260.00,100.00,-100.00,0,2.21,0.22,-0.22,0,1.41,0.07,-0.07,0,-0.180,0.100,-0.100,0,,,,,3.90,0.06,-0.06,0,3.620,0.700,-0.700,0,,,,,275.5870000,4.6060000,-4.4600000,9.0160000,0.0300000,-0.0300000
WASP-138 b,1,Published Confirmed,3.63443300,0.00000500,-0.00000500,0,0.049400,0.000700,-0.000700,0,12.218,0.560,-0.560,0,1.090,0.050,-0.050,0,387.75260,25.42640,-25.42640,0,1.22000,0.08000,-0.08000,0,Mass,1.20000,0.13000,-0.19400,0,,,,,,,,,1590,31,-31,0,88.500,0.900,-1.200,0,0.1900,0.1200,-0.1500,0,6272.00,96.00,-96.00,0,1.36,0.05,-0.05,0,1.22,0.05,-0.05,0,-0.090,0.100,-0.100,0,,,,,4.25,0.02,-0.02,0,3.440,0.930,-0.930,0,,,,,414.2340000,7.6470000,-7.3790000,10.7820000,0.0240000,-0.0240000
WASP-139 b,1,Published Confirmed,5.92426200,0.00000400,-0.00000400,0,0.062000,0.002000,-0.002000,0,8.967,0.560,-0.560,0,0.800,0.050,-0.050,0,37.18611,5.40311,-5.40311,0,0.11700,0.01700,-0.01700,0,Mass,0.31000,0.05000,-0.05000,0,0.000000,,,0,,,,,910,30,-30,0,88.900,0.500,-0.500,0,0.3300,0.1400,-0.1400,0,5310.00,90.00,-90.00,0,0.80,0.04,-0.04,0,0.92,0.10,-0.10,0,0.200,0.090,-0.090,0,,,,,4.59,0.06,-0.06,0,0.500,,,-1,,,,,212.4720000,1.1100000,-1.0980000,10.9820000,0.0230000,-0.0230000
WASP-14 b,1,Published Confirmed,2.24375000,0.00001000,-0.00001000,0,,,,,15.468,0.897,-0.897,0,1.380,0.080,-0.080,0,2809.61720,444.96200,-444.96200,0,8.84000,1.40000,-1.40000,0,Mass,,,,,0.090000,0.000000,0.000000,0,,,,,,,,,84.320,0.620,-0.620,0,,,,,6475.00,100.00,-100.00,0,1.40,0.08,-0.08,0,1.62,0.39,-0.39,0,0.000,,,0,,,,,4.07,0.20,-0.20,0,,,,,,,,,161.9970000,0.8100000,-0.8020000,8.8690000,0.0210000,-0.0210000
WASP-140 b,1,Published Confirmed,2.23598350,0.00000080,-0.00000080,0,0.032300,0.000500,-0.000500,0,16.141,4.708,-2.018,0,1.440,0.420,-0.180,0,775.50520,22.24810,-22.24810,0,2.44000,0.07000,-0.07000,0,Mass,1.10000,0.50000,-0.50000,0,0.047000,0.003500,-0.003500,0,,,,,1320,40,-40,0,83.300,0.500,-0.800,0,0.9300,0.0700,-0.0300,0,5260.00,100.00,-100.00,0,0.87,0.04,-0.04,0,0.90,0.04,-0.04,0,0.120,0.100,-0.100,0,,,,,4.51,0.04,-0.04,0,0.500,,,-1,,,,,117.5980000,0.6010000,-0.5940000,9.6090000,0.0260000,-0.0260000
WASP-141 b,1,Published Confirmed,3.31065100,0.00000500,-0.00000500,0,0.046900,0.000700,-0.000700,0,13.563,0.897,-0.897,0,1.210,0.080,-0.080,0,854.96270,47.67450,-47.67450,0,2.69000,0.15000,-0.15000,0,Mass,1.98000,0.33000,-0.33000,0,0.000000,,,0,,,,,1540,50,-50,0,87.600,1.300,-1.300,0,0.3100,0.1200,-0.1200,0,5900.00,120.00,-120.00,0,1.37,0.07,-0.07,0,1.25,0.06,-0.06,0,0.290,0.090,-0.090,0,,,,,4.26,0.04,-0.04,0,5.000,,,-1,,,,,516.5430000,8.6410000,-8.3660000,11.4990000,0.0270000,-0.0270000
